lat,lon,address_voting,place_voting,comment,region
56.7388355571,38.8842684031,"г. Переславль-Залесский, пер. Берендеевский, 27",муниципальное образовательное учреждение средняя общеобразовательная школа № 9,,Ярославская область
56.752711107799996,38.8791024685,"г. Переславль-Залесский, ул. Менделеева, 36",муниципальное образовательное учреждение – гимназия г. Переславля-Залесского,,Ярославская область
56.7556932261,38.8696503639,"г. Переславль-Залесский, ул. Менделеева, 10",муниципальное образовательное учреждение средняя общеобразовательная школа № 6,,Ярославская область
56.751340548,38.8721930981,"г. Переславль-Залесский, ул. 50 лет Комсомола, 1",Центральная городская библиотека им. А. П. Малашенко,,Ярославская область
58.0477112966,38.8257694244,"г. Рыбинск, ул. Карякинская, 104",лицей № 2,,Ярославская область
58.5007576884,39.1226363182,"Пошехонский район, г. Пошехонье, ул. Преображенского, д.23",кинотеатр «Юбилейный»,,Ярославская область
58.502803702200005,39.120029211,"Пошехонский район, г. Пошехонье, ул. Преображенского, д.1",районный Дом культуры,,Ярославская область
57.205769278000005,39.437173605,"г. Ростов , микрорайон № 1, д.27,",МОУ «Средняя общеобразовательная школа № 4»,,Ярославская область
57.1907680646,39.4323027134,"г. Ростов, ул. Революции, д.12а,",МОУ «Средняя общеобразовательная школа № 2»,,Ярославская область
57.1898384094,39.4146080017,"г. Ростов, ул.Моравского, д.6,",МОУ «Гимназия им .А.Л. Кекина»,,Ярославская область
57.183512289300005,39.4116014242,"г. Ростов, ул. Каменный мост, д.7,",Центр внешкольной работы,,Ярославская область
57.1802560295,39.4005346298,"г. Ростов, ул. Ленинская, д.39,",МОУ «Средняя общеобразовательная школа № 3»,,Ярославская область
57.181308530600006,39.3962752819,"г. Ростов,ул.Октябрьская,.д.45 - 47,",сельскохозяйственный колледж,,Ярославская область
57.1844745754,39.3900257349,"г. Ростов, ул.Московская, д.49а,",актовый зал 751 ремонтного завода,,Ярославская область
57.187114192399996,39.397734403600005,"г. Ростов, ул.Спартаковская, д.142,",педагогический колледж,,Ярославская область
57.3031921387,39.5251846313,"Ростовский район, п.Семибратово, ул.Ленинская, д.1",бывший клуб ДВП,,Ярославская область
58.0907545925,38.6828774214,"г. Рыбинск, ул. Инженерная, 23А",основная общеобразовательная школа № 15,,Ярославская область
58.0624819785,38.772329092,"г. Рыбинск, ул. Бориса Рукавицына, 35",средняя общеобразовательная школа № 24,,Ярославская область
58.073104918199995,38.816370964099995,"г. Рыбинск, ул. Гончарова, 3",Подразделение муниципального учреждения культуры «Дворец культуры «Волжский» клуб ГЭС,,Ярославская область
58.0832936146,38.7761002779,"г. Рыбинск, ул. Рокоссовского, 11",профессиональный лицей № 38,,Ярославская область
58.0884917925,38.7558066845,"г. Рыбинск, Набережная Космонавтов, 19","муниципальное учреждение культуры «Дворец культуры ""Волжский""",,Ярославская область
58.0879870381,38.7559944391,"г. Рыбинск, Набережная Космонавтов, 19","муниципальное учреждение культуры «Дворец культуры ""Волжский""",,Ярославская область
58.094349824,38.6828184128,"г. Рыбинск, пр. 50 лет Октября, 23","муниципальное учреждение культуры «Культурно - досуговый комплекс ""Переборы""",,Ярославская область
58.08858536979999,38.689738512,"г. Рыбинск, ул. Инженерная, 39",средняя общеобразовательная школа № 36,,Ярославская область
58.094528442,38.7462580204,"г. Рыбинск, ул. Черняховского, 29",учреждение дополнительного образования,,Ярославская область
58.0937856121,38.6823356152,"г. Рыбинск, пр. 50 лет Октября, 23","культурно - досуговый комплекс ""Переборы""",,Ярославская область
58.0905872976,38.6834728718,"г. Рыбинск, ул. Инженерная, 23А",основная общеобразовательная школа № 15,,Ярославская область
58.088392543599994,38.6903607845,"г. Рыбинск, ул. Инженерная, 39",средняя общеобразовательная школа № 36,,Ярославская область
58.08394590979999,38.7656772137,"г. Рыбинск, Набережная Космонавтов, 35А",средняя общеобразовательная школа № 17,"неверный адрес в OSM?
Дом должен быть №35А?",Ярославская область
58.084402509300006,38.7647867203,"г. Рыбинск, Набережная Космонавтов, 35А",средняя общеобразовательная школа № 17,"неверный адрес в OSM?
Дом должен быть №35А?",Ярославская область
58.050828293900004,38.7840342522,"г. Рыбинск, ул. 9 Мая, 24",профессиональный лицей № 32,,Ярославская область
58.0541834462,38.7866413593,"г. Рыбинск, ул. Солнечная, 7",средняя общеобразовательная школа № 23,,Ярославская область
58.0535873762,38.7866199017,"г. Рыбинск, ул. Солнечная, 7",средняя общеобразовательная школа № 23,,Ярославская область
58.045928410900004,38.7743139267,"г. Рыбинск, ул. Черепанова, 15",средняя общеобразовательная школа № 30,,Ярославская область
58.0456274692,38.7736809254,"г. Рыбинск, ул. Черепанова, 15",средняя общеобразовательная школа № 30,,Ярославская область
58.0456842508,38.7744963169,"г. Рыбинск, ул. Черепанова, 15",средняя общеобразовательная школа № 30,,Ярославская область
58.045474158299996,38.774346113200004,"г. Рыбинск, ул. Черепанова, 15",средняя общеобразовательная школа № 30,,Ярославская область
58.04991423,38.7630432844,"г. Рыбинск, ул. Ворошилова, 3",средняя общеобразовательная школа № 27,,Ярославская область
58.0495395138,38.7629896402,"г. Рыбинск, ул. Ворошилова, 3",средняя общеобразовательная школа № 27,,Ярославская область
58.0495735791,38.763821125,"г. Рыбинск, ул. Ворошилова, 3",средняя общеобразовательная школа № 27,,Ярославская область
58.055656548,38.7585103512,"г. Рыбинск, пр. Мира, 27",средняя общеобразовательная школа № 29,,Ярославская область
58.0552818921,38.7575608492,"г. Рыбинск, пр. Мира, 27",средняя общеобразовательная школа № 29,,Ярославская область
58.055304598599996,38.758451342600004,"г. Рыбинск, пр. Мира, 27",средняя общеобразовательная школа № 29,,Ярославская область
58.0553244668,38.7800967693,"г. Рыбинск, ул. 9 Мая, 14",гимназия № 18,,Ярославская область
58.0548192433,38.780053854,"г. Рыбинск, ул. 9 Мая, 14",гимназия № 18,,Ярославская область
58.0550633409,38.780558109299996,"г. Рыбинск, ул. 9 Мая, 14",гимназия № 18,,Ярославская область
58.0572601447,38.7744373083,"г. Рыбинск, ул. Бабушкина, 11",средняя общеобразовательная школа № 28,,Ярославская область
58.0569820039,38.7739920616,"г. Рыбинск, ул. Бабушкина, 11",средняя общеобразовательная школа № 28,,Ярославская область
58.056920391800006,38.7745668545,"г. Рыбинск, ул. Бабушкина, 11",средняя общеобразовательная школа № 28,,Ярославская область
58.0620563141,38.772275447800006,"г. Рыбинск, ул. Бориса Рукавицына, 35",средняя общеобразовательная школа № 24,,Ярославская область
58.056380304099996,38.789345026,"г. Рыбинск, пр. Ленина, 181",Центр детского творчества «Солнечный»,,Ярославская область
58.0563292159,38.7898492813,"г. Рыбинск, пр. Ленина, 181",Центр детского творчества «Солнечный»,,Ярославская область
58.056908211099994,38.8212203979,"г. Рыбинск, ул. Глеба Успенского, 4",средняя общеобразовательная школа № 3,,Ярославская область
58.059734935,38.8127821684,"г. Рыбинск, ул. Академика Губкина, 21",средняя общеобразовательная школа № 10,,Ярославская область
58.0476062564,38.8261449337,"г. Рыбинск, ул. Карякинская, 104",лицей № 2,,Ярославская область
58.0414622892,38.8163655996,"г. Рыбинск, ул. Моторостроителей, 15",средняя общеобразовательная школа № 5,,Ярославская область
58.0414935227,38.8169717789,"г. Рыбинск, ул. Моторостроителей, 15",средняя общеобразовательная школа № 5,,Ярославская область
58.040357739399994,38.808410167699996,"г. Рыбинск, ул. Моторостроителей, 27",средняя общеобразовательная школа № 12,,Ярославская область
58.0400624299,38.809107542,"г. Рыбинск, ул. Моторостроителей, 27",средняя общеобразовательная школа № 12,,Ярославская область
58.039721685,38.8085603714,"г. Рыбинск, ул. Моторостроителей, 27",средняя общеобразовательная школа № 12,,Ярославская область
58.0528436939,38.791362047199996,"г. Рыбинск, ул. Солнечная, 55",МУЗ «Городская больница № 6»,,Ярославская область
58.050402490699994,38.8237416744,"г. Рыбинск, ул. Свободы, 12",профессиональное училище № 1,,Ярославская область
58.0642129614,38.8109850883,"г. Рыбинск, ул. Кораблестроителей, 6","муниципальное учреждение культуры «Дворец культуры ""Вымпел""",,Ярославская область
58.0645477976,38.8110333681,"г. Рыбинск, ул. Кораблестроителей, 6","муниципальное учреждение культуры «Дворец культуры ""Вымпел""",,Ярославская область
58.064178910100004,38.8116073608,"г. Рыбинск, ул. Кораблестроителей, 6","муниципальное учреждение культуры «Дворец культуры ""Вымпел""",,Ярославская область
58.056868476400005,38.821772933000005,"г. Рыбинск, ул. Глеба Успенского, 4",средняя общеобразовательная школа № 3,,Ярославская область
58.0616352905,38.8076171875,"г. Рыбинск, ул. Баженова, 9",средняя общеобразовательная школа № 21,,Ярославская область
58.061335290500004,38.8076171875,"г. Рыбинск, ул. Баженова, 9",средняя общеобразовательная школа № 21,,Ярославская область
58.0311792865,38.8412725925,"г. Рыбинск, ул. Щепкина, 19","общежитие ООО ""Раскат-РОС""",,Ярославская область
58.024259811,38.8507246971,"г. Рыбинск, ул. Волочаевская, 55",профессиональное училище № 4,,Ярославская область
58.0238330017,38.8506240845,"г. Рыбинск, ул. Волочаевская, 55",профессиональное училище № 4,,Ярославская область
58.026158606,38.8551826477,"г. Рыбинск, ул. Полиграфская, 5",средняя общеобразовательная школа № 20,,Ярославская область
58.0458829859,38.842356205,"г. Рыбинск, ул. Радищева, 15",средняя общеобразовательная школа № 1,,Ярославская область
58.051980776,38.827883005100006,"г. Рыбинск, ул. Чкалова, 89",муниципальное учреждение «Общественно-культурный центр»,,Ярославская область
58.05175368890001,38.828140497199996,"г. Рыбинск, ул. Чкалова, 89",муниципальное учреждение «Общественно-культурный центр»,,Ярославская область
58.0536413067,38.83636415,"г. Рыбинск, Волжская Набережная, 173А",Государственный авиационный технологический университет им. П. А. Соловьева,,Ярославская область
58.0478333699,38.8487237692,"г. Рыбинск, ул. Ломоносова, 14",(бывшая средняя общеобразовательная школа № 3),,Ярославская область
58.04721448229999,38.8990795612,"г. Рыбинск, ул. Пятилетки, 27","муниципальное учреждение культуры «Дом культуры ""Слип""",,Ярославская область
58.046760246000005,38.8987576962,"г. Рыбинск, ул. Пятилетки, 27","муниципальное учреждение культуры «Дом культуры ""Слип""",,Ярославская область
58.0466580421,38.8992244005,"г. Рыбинск, ул. Пятилетки, 27","муниципальное учреждение культуры «Дом культуры ""Слип""",,Ярославская область
58.064493883599994,38.8712382317,"г. Рыбинск, ул. Чехова, 48А",средняя общеобразовательная школа № 37,,Ярославская область
58.0635631433,38.8416320086,"г. Рыбинск, ул. Свердлова, 26",МОУ Кадетская школа-интернат № 2 «Рыбинский кадетский корпус»,,Ярославская область
58.03591080060001,38.8627946377,"г. Рыбинск, ул. Расплетина, 47",государственное образовательное учреждение «Полиграфический колледж»,,Ярославская область
58.0199955431,38.854941129699995,"г. Рыбинск, ул. Ошанина, 14",средняя общеобразовательная школа № 6,,Ярославская область
58.01945856729999,38.8546085358,"г. Рыбинск, ул. Ошанина, 14",средняя общеобразовательная школа № 6,,Ярославская область
58.0195693725,38.8551986217,"г. Рыбинск, ул. Ошанина, 14",средняя общеобразовательная школа № 6,,Ярославская область
58.02585860600001,38.8551826477,"г. Рыбинск, ул. Полиграфская, 5",средняя общеобразовательная школа № 20,,Ярославская область
58.0385290525,38.8664531708,"г. Рыбинск, ул. Куйбышева, 26",средняя общеобразовательная школа № 32,,Ярославская область
58.035944878900004,38.862107992199995,"г. Рыбинск, ул. Расплетина, 47",государственное образовательное учреждение «Полиграфический колледж»,,Ярославская область
58.034681121599995,38.860455751399996,"г. Рыбинск, ул. М. Горького, 58",городская больница № 2 им. Пирогова,,Ярославская область
58.0387107895,38.8637602329,"г. Рыбинск, ул. Моховая, 18",средняя общеобразовательная школа № 32,,Ярославская область
58.042424838100004,38.856292963,"г. Рыбинск, ул. Вихарева, 3",Рыбинский филиал ФГОУ ВПО «МГАВТ» (Рыбинское речное училище имени В. И. Калашникова),,Ярославская область
58.0327186593,38.9436149597,"г. Рыбинск, ул. Гастелло, 5",средняя общеобразовательная школа № 41,,Ярославская область
58.0418910384,38.8561534882,"г. Рыбинск, ул. Вихарева, 3",Рыбинский филиал ФГОУ ВПО «МГАВТ» (Рыбинское речное училище имени В. И. Калашникова),,Ярославская область
58.0476090954,38.8621026278,"г. Рыбинск, ул. Фроловская, 4",НОУ «Рыбинская объединенная техническая школа ДОСААФ России»,,Ярославская область
58.0247654666,38.9444410801,"г. Рыбинск, ул. Механизации, 7",ООО «ВЭЛИЗ»,,Ярославская область
58.0285746985,38.8981246948,"г. Рыбинск, Ярославский тракт, 43",средняя общеобразовательная школа № 11,,Ярославская область
57.867566831000005,39.5102369785,"Тутаевский район, г. Тутаев, ул. Комсомольская, д. 78",ДЮСШ «Старт»,,Ярославская область
57.8649474833,39.5191419125,"Тутаевский район, г. Тутаев, проспект 50-летия Победы, 23",лицей № 1,,Ярославская область
57.8652328246,39.5195388794,"Тутаевский район, г. Тутаев, проспект 50-летия Победы, 23",лицей № 1,,Ярославская область
57.8651215418,39.519195556599996,"Тутаевский район, г. Тутаев, проспект 50-летия Победы, 23",лицей № 1,,Ярославская область
57.858646572299996,39.5198822021,"Тутаевский район, г. Тутаев, ул. Р. Люксембург, д. 57",ПУ-41,,Ярославская область
57.861272085900005,39.5146358013,"Тутаевский район, г. Тутаев, проспект 50-летия Победы, 32",средняя школа № 3,,Ярославская область
57.8608012199,39.5145070553,"Тутаевский район, г. Тутаев, проспект 50-летия Победы, 32",средняя школа № 3,,Ярославская область
57.8610666179,39.5147645473,"Тутаевский район, г. Тутаев, проспект 50-летия Победы, 32",средняя школа № 3,,Ярославская область
57.862781669600004,39.5146089792,"Тутаевский район, г. Тутаев, проспект 50-летия Победы, д. 16а",дом природы,,Ярославская область
58.055642356599996,38.7322032452,"Рыбинский район, пос. Юбилейный, д.5",муниципальное учреждение культуры «Судоверфский культурно-досуговый комплекс»,,Ярославская область
57.867224443400005,39.5146733522,"Тутаевский район, г. Тутаев, ул. Моторостроителей, д. 54",средняя школа № 6,,Ярославская область
57.867155965500004,39.5148718357,"Тутаевский район, г. Тутаев, ул. Моторостроителей, д. 54",средняя школа № 6,,Ярославская область
57.881773042,39.5430082083,"Тутаевский район, г. Тутаев, ул. Панина, д. 9",кинотеатр «Экран»,,Ярославская область
57.857933084399995,39.5036709309,"Тутаевский район, г. Тутаев, ул. Комсомольская, д. 117",средняя школа № 7,,Ярославская область
57.5156845749,38.315548896799996,"Угличский район, г. Углич, Ленинское шоссе, д.1",МУ «Молодежный центр «Солнечный»,,Ярославская область
57.538691232299996,38.342607021300005,"Угличский район, г. Углич, ул. Победы, д.18",МДОУ детский сад №4 «Олимпийский»,,Ярославская область
57.5327537479,38.3315777779,"Угличский район, г. Углич, ул. Ярославская, д. 47",МОУ СОШ № 3,,Ярославская область
57.5157191476,38.3061933517,"Угличский район, г. Углич, ул. Волжская, д. 17А",МДОУ детский сад № 9 «Березка»,,Ярославская область
57.529528326800005,38.2872569561,"Угличский район, г. Углич, ул. Кирова, д.83",МОУ СОШ №6,,Ярославская область
57.527777264399994,38.323649168,"Угличский район, г. Углич, ул. Ярославская, д. 10",ГУ «Отряд государственной противопожарной службы № 5»,,Ярославская область
57.5369694038,38.3461797237,"Угличский район, г. Углич, мкр. Мирный, д.23",Дом ветеранов,,Ярославская область
57.5149268479,38.3158707619,"Угличский район, г. Углич, м-н Солнечный, д.6а",МДОУ детский сад №6 «Светлячок»,,Ярославская область
57.5384666505,38.3292281628,"Угличский район, г. Углич, ул. Часовая, д. 2",МДОУ «Детский сад № 18 «Сказка»,,Ярославская область
57.5248711217,38.3128023148,"Угличский район, г. Углич, пл. Пушкина, д.8",МОУ гимназия № 1,,Ярославская область
57.5389388464,38.348368406300004,"Угличский район, г. Углич, м-р Мирный, д.31",МОУ СОШ №8,,Ярославская область
57.523338751000004,38.3204680681,"Угличский район, г. Углич, Студенческий городок, д.2",МОУ СОШ № 2,,Ярославская область
57.68584503859999,39.7965788841,"г. Ярославль, ул. Урицкого, д.32а",МОУ средняя общеобразовательная школа № 39,,Ярославская область
57.6854321005,39.7957527637,"г. Ярославль, ул. Урицкого, д.32а",МОУ средняя общеобразовательная школа № 39,,Ярославская область
57.685936802,39.796128273,"г. Ярославль, ул. Урицкого, д.32а",МОУ средняя общеобразовательная школа № 39,,Ярославская область
57.685833568199996,39.7958493233,"г. Ярославль, ул. Урицкого, д.32а",МОУ средняя общеобразовательная школа № 39,,Ярославская область
57.6850306641,39.8111991882,"г. Ярославль, ул. Блюхера, д.32а",МОУ средняя общеобразовательная школа № 81,,Ярославская область
57.6853919535,39.8112022877,"г. Ярославль, ул. Блюхера, д.32а",МОУ средняя общеобразовательная школа № 81,,Ярославская область
57.6807661463,39.8021203279,"г. Ярославль, ул. Елены Колесовой, д.38",МОУ средняя общеобразовательная школа № 80,,Ярославская область
57.6805596489,39.8024153709,"г. Ярославль, ул. Елены Колесовой, д.38",МОУ средняя общеобразовательная школа № 80,,Ярославская область
57.682441026300005,39.8074364662,"г. Ярославль, ул. Елены Колесовой, д.26",МОУ средняя общеобразовательная школа № 72,,Ярославская область
57.682177180500005,39.8067176342,"г. Ярославль, ул. Елены Колесовой, д.26",МОУ средняя общеобразовательная школа № 72,,Ярославская область
57.691989804799995,39.798595905300004,"г. Ярославль, ул. Блюхера, д.74",МОУ средняя общеобразовательная школа № 26,,Ярославская область
57.69195539930001,39.7992825508,"г. Ярославль, ул. Блюхера, д.74",МОУ средняя общеобразовательная школа № 26,,Ярославская область
57.691479453199996,39.7987568378,"г. Ярославль, ул. Блюхера, д.74",МОУ средняя общеобразовательная школа № 26,,Ярославская область
57.691688755600005,39.7984242439,"г. Ярославль, ул. Блюхера, д.74",МОУ средняя общеобразовательная школа № 26,,Ярославская область
57.6919181266,39.7980540991,"г. Ярославль, ул. Блюхера, д.74",МОУ средняя общеобразовательная школа № 26,,Ярославская область
57.718810411499994,39.7798097134,"г. Ярославль, ул. Большая Любимская, д.71",МОУ средняя общеобразовательная школа № 60,,Ярославская область
57.6957598757,39.7774600983,"г. Ярославль, Ленинградский просп., д. 64а",МОУ средняя общеобразовательная школа № 90,,Ярославская область
57.692009874600004,39.7660553455,"г. Ярославль, ул. Туманова, д. 18в",МОУ средняя общеобразовательная школа № 10,,Ярославская область
57.6916228111,39.7657978535,"г. Ярославль, ул. Туманова, д. 18в",МОУ средняя общеобразовательная школа № 10,,Ярославская область
57.6918779868,39.7653311491,"г. Ярославль, ул. Туманова, д. 18в",МОУ средняя общеобразовательная школа № 10,,Ярославская область
57.674771506999996,39.7793805599,"г. Ярославль, ул. Громова, д. 10а",МОУ средняя общеобразовательная школа № 11,,Ярославская область
57.6744932628,39.779831171,"г. Ярославль, ул. Громова, д. 10а",МОУ средняя общеобразовательная школа № 11,,Ярославская область
57.679601715,39.7854369879,"г. Ярославль, ул. Труфанова, д. 4",МОУ средняя общеобразовательная школа № 27,,Ярославская область
57.679220255299995,39.7851365805,"г. Ярославль, ул. Труфанова, д. 4",МОУ средняя общеобразовательная школа № 27,,Ярославская область
57.6794554415,39.7847181559,"г. Ярославль, ул. Труфанова, д. 4",МОУ средняя общеобразовательная школа № 27,,Ярославская область
57.6908572734,39.76808846,"г. Ярославль, ул. Туманова, д. 10в",МОУ средняя общеобразовательная школа № 5 им. О.А.Варенцовой,,Ярославская область
57.6846720825,39.778087616,"г. Ярославль, Ленинградский просп., д. 87",МОУ гимназия № 2,,Ярославская область
57.6905074717,39.7677612305,"г. Ярославль, ул. Туманова, д. 10в",МОУ средняя общеобразовательная школа № 5 им. О.А.Варенцовой,,Ярославская область
57.69071964689999,39.767369628000004,"г. Ярославль, ул. Туманова, д. 10в",МОУ средняя общеобразовательная школа № 5 им. О.А.Варенцовой,,Ярославская область
57.6849720825,39.778087616,"г. Ярославль, Ленинградский просп., д. 87",МОУ гимназия № 2,,Ярославская область
57.683121954300006,39.7749023438,"г. Ярославль, ул. Труфанова, д. 16",МОУ средняя общеобразовательная школа № 62,,Ярославская область
57.6828219543,39.7749023438,"г. Ярославль, ул. Труфанова, д. 16",МОУ средняя общеобразовательная школа № 62,,Ярославская область
57.6885576957,39.7922927141,"г. Ярославль, просп. Дзержинского, д. 21",ГОАУ ДОД ЯО «Центр детей и юношества»,,Ярославская область
57.6800520045,39.7661089897,"г. Ярославль, ул. Громова, д. 36",МОУ средняя общеобразовательная школа № 55,,Ярославская область
57.6801093658,39.766774177600006,"г. Ярославль, ул. Громова, д. 36",МОУ средняя общеобразовательная школа № 55,,Ярославская область
57.6855582765,39.7612917423,"г. Ярославль, ул. Труфанова, д. 21а",МОУ средняя общеобразовательная школа № 58,,Ярославская область
57.6857016579,39.760401248899996,"г. Ярославль, ул. Труфанова, д. 21а",МОУ средняя общеобразовательная школа № 58,,Ярославская область
57.686183415,39.761248826999996,"г. Ярославль, ул. Труфанова, д. 21а",МОУ средняя общеобразовательная школа № 58,,Ярославская область
57.68728455,39.7587811947,"г. Ярославль, ул. Труфанова, д. 25а",МОУ средняя общеобразовательная школа № 34,,Ярославская область
57.6872272,39.757912159,"г. Ярославль, ул. Труфанова, д. 25а",МОУ средняя общеобразовательная школа № 34,,Ярославская область
57.6779582545,39.7697031498,"г. Ярославль, Архангельский пр-д, д. 13",МОУ средняя общеобразовательная школа № 29,,Ярославская область
57.678302440900005,39.7702234983,"г. Ярославль, Архангельский пр-д, д. 13",МОУ средняя общеобразовательная школа № 29,,Ярославская область
57.6974799298,39.7733134031,"г. Ярославль, Ленинградский просп., д. 68а",МОУ средняя общеобразовательная школа № 87,,Ярославская область
57.6973222616,39.7735387087,"г. Ярославль, Ленинградский просп., д. 68а",МОУ средняя общеобразовательная школа № 87,,Ярославская область
57.697299328,39.773066639899994,"г. Ярославль, Ленинградский просп., д. 68а",МОУ средняя общеобразовательная школа № 87,,Ярославская область
57.697193259799995,39.772734046,"г. Ярославль, Ленинградский просп., д. 68а",МОУ средняя общеобразовательная школа № 87,,Ярославская область
57.697121591999995,39.7730880976,"г. Ярославль, Ленинградский просп., д. 68а",МОУ средняя общеобразовательная школа № 87,,Ярославская область
57.6955075942,39.7766983509,"г. Ярославль, Ленинградский просп., д. 64а",МОУ средняя общеобразовательная школа № 90,,Ярославская область
57.695358518,39.7769826651,"г. Ярославль, Ленинградский просп., д. 64а",МОУ средняя общеобразовательная школа № 90,,Ярославская область
57.6957254738,39.777116775500005,"г. Ярославль, Ленинградский просп., д. 64а",МОУ средняя общеобразовательная школа № 90,,Ярославская область
57.6955964663,39.7774118185,"г. Ярославль, Ленинградский просп., д. 64а",МОУ средняя общеобразовательная школа № 90,,Ярославская область
57.6524277276,39.9408602715,"г. Ярославль, просп. Авиаторов, д. 84",МОУ средняя общеобразовательная школа № 2,,Ярославская область
57.652048852200004,39.9411928654,"г. Ярославль, просп. Авиаторов, д. 84",МОУ средняя общеобразовательная школа № 2,,Ярославская область
57.644573865,39.9178576469,"г. Ярославль, просп. Авиаторов, д.37",МОУ средняя общеобразовательная школа № 50,,Ярославская область
57.6065665732,39.9552476406,"г. Ярославль, ул.Клубная, д.19",МАУ города Ярославля «Дом культуры «Энергетик»,,Ярославская область
57.609368498,39.9788510799,"г. Ярославль, ул. Клубная, д.62",МОУ средняя общеобразовательная школа № 51,,Ярославская область
57.609394360900005,39.9797523022,"г. Ярославль, ул. Клубная, д. 62",МОУ средняя общеобразовательная школа № 51,,Ярославская область
57.640310366099996,39.9051815271,"г. Ярославль, станция Урочь, д.10",МОУ открытая (сменная) общеобразовательная школа № 97,,Ярославская область
57.7031039367,39.7625792027,"г. Ярославль, пр-д Моторостроителей, д.10",МОУ средняя общеобразовательная школа № 56,,Ярославская область
57.7030924717,39.7630834579,"г. Ярославль, проезд Моторостроителей, д.10",МОУ средняя общеобразовательная школа № 56,,Ярославская область
57.7027771834,39.763212204,"г. Ярославль, проезд Моторостроителей, д. 10",МОУ средняя общеобразовательная школа № 56,,Ярославская область
57.702788648500004,39.7628045082,"г. Ярославль, проезд Моторостроителей, д.10",МОУ средняя общеобразовательная школа № 56,,Ярославская область
57.702800113500004,39.7624075413,"г. Ярославль, проезд Моторостроителей, д.10",МОУ средняя общеобразовательная школа № 56,,Ярославская область
57.7030982042,39.7628581524,"г. Ярославль, проезд Моторостроителей, д. 10",МОУ средняя общеобразовательная школа № 56,,Ярославская область
57.645914538599996,39.9493199587,"г. Ярославль, ул. Саукова, д. 13",МОУ средняя общеобразовательная школа № 52,,Ярославская область
57.64546669600001,39.9488317966,"г. Ярославль, ул. Саукова, д. 13",МОУ средняя общеобразовательная школа № 52,,Ярославская область
57.625724553299996,39.9450337887,"г. Ярославль, ул. Маяковского, д.63",ГБУ СО ЯО «Ярославский областной геронтологический центр»,,Ярославская область
57.649551619899995,39.9593567848,"г. Ярославль, Школьный пр-д, д. 13",МОУ средняя общеобразовательная школа № 79,,Ярославская область
57.6486732421,39.9590134621,"г. Ярославль, Школьный пр-д, д. 15",МОУ средняя общеобразовательная школа № 83,,Ярославская область
57.6539317091,39.9487137794,"г. Ярославль, пр-д Доброхотова, д. 8",МОУ средняя общеобразовательная школа № 84,,Ярославская область
57.6534380426,39.9488854408,"г. Ярославль, проезд Доброхотова, д. 8",МОУ средняя общеобразовательная школа № 84,,Ярославская область
57.6534208216,39.9484723806,"г. Ярославль, проезд Доброхотова, д. 8",МОУ средняя общеобразовательная школа № 84,,Ярославская область
57.6493564267,39.9596732855,"г. Ярославль, Школьный проезд, д. 13",МОУ средняя общеобразовательная школа № 79,,Ярославская область
57.6491899375,39.9588793516,"г. Ярославль, Школьный проезд, д. 13",МОУ средняя общеобразовательная школа № 79,,Ярославская область
57.6483976683,39.9593245983,"г. Ярославль, Школьный проезд, д. 15",МОУ средняя общеобразовательная школа № 83,,Ярославская область
57.6481479277,39.9591261148,"г. Ярославль, Школьный проезд, д. 15",МОУ средняя общеобразовательная школа № 83,,Ярославская область
57.655874738,39.9301958084,"г. Ярославль, ул. Алмазная, д. 25",МОУ средняя общеобразовательная школа № 19,,Ярославская область
57.655441368299996,39.9293321371,"г. Ярославль, ул. Алмазная, д. 25",МОУ средняя общеобразовательная школа № 19,,Ярославская область
57.642236898,39.9535524845,"г. Ярославль, ул. Папанина, д.10а",МОУ средняя общеобразовательная школа № 48,,Ярославская область
57.6419239512,39.9534612894,"г. Ярославль, ул. Папанина, д.10а",МОУ средняя общеобразовательная школа № 48,,Ярославская область
57.642288576999995,39.9531501532,"г. Ярославль, ул. Папанина, д. 10а",МОУ средняя общеобразовательная школа № 48,,Ярославская область
57.65328592310001,39.9553817511,"г. Ярославль, ул. Серго Орджоникидзе, д. 35а",МОУ средняя общеобразовательная школа № 59,,Ярославская область
57.653064918199995,39.9556982517,"г. Ярославль, ул. Серго Орджоникидзе, д. 35а",МОУ средняя общеобразовательная школа № 59,,Ярославская область
57.6530534374,39.955075979200004,"г. Ярославль, ул. Серго Орджоникидзе, д. 35а",МОУ средняя общеобразовательная школа № 59,,Ярославская область
57.65283243100001,39.9553817511,"г. Ярославль, ул. Серго Орджоникидзе, д. 35а",МОУ средняя общеобразовательная школа № 59,,Ярославская область
57.7218500495,39.830342531199996,"г. Ярославль, ул. Панфилова, д. 9а",МОУ средняя общеобразовательная школа № 67,,Ярославская область
57.7241876182,39.8336362839,"г. Ярославль, ул. Лебедева, д. 3а",МОУ средняя общеобразовательная школа № 69,,Ярославская область
57.7243995961,39.832906723,"г. Ярославль, ул. Лебедева, д. 3а",МОУ средняя общеобразовательная школа № 69,,Ярославская область
57.7294809654,39.8215126991,"г. Ярославль, ул. Комарова, д. 1а",МОУ средняя общеобразовательная школа № 77,,Ярославская область
57.7539068297,39.8052048683,"г. Ярославль, ул. Колышкина, д. 46",МОУ средняя общеобразовательная школа № 41,,Ярославская область
57.633421676000005,39.8754358292,"г. Ярославль, ул. Чайковского, д. 55",ГОУ СПО ЯО «Ярославский градостроительный колледж»,,Ярославская область
