lat,lon,address_voting,place_voting,comment,region
54.7813479871,56.1335492134,"город Уфа, ул. М.Ферина, д. 19/1",ООО ЖЭУ-65,,Республика Башкортостан
54.730014801,55.9511489868,"город Уфа, ул. Ленина, 50","Дворец культуры ""Нефтяник""",,Республика Башкортостан
54.720735131400005,55.949050784099995,"город Уфа, ул. Пушкина, 108",МБОУ ордена Дружбы народов Гимназия N 3 им. А.М.Горького,,Республика Башкортостан
54.742442099799995,55.945349335699994,"город Уфа, ул. Запотоцкого, 37",ГБУЗ РБ инфекционная клиническая больница N 4,,Республика Башкортостан
54.7321568996,55.9768009186,"город Уфа, ул. Революционная, 171",МАОУ СОШ N 44,,Республика Башкортостан
54.7306577244,55.9491205215,"город Уфа, ул. Ленина, 25/29","ООО Гостиничный комплекс ""Башкортостан""",,Республика Башкортостан
54.73610900479999,55.93177735810001,"город Уфа, ул. Гафури, 103","МБОУ ""Башкирский лицей N 2""",,Республика Башкортостан
54.73602538270001,55.9323889017,"город Уфа, ул. Гафури, 103","МБОУ ""Башкирский лицей N 2""",,Республика Башкортостан
54.7325038083,55.975250601800006,"город Уфа, ул. Революционная, 169",Финансово-экономический колледж Уфимского филиала Финансового университета при Правительстве РФ,,Республика Башкортостан
50.54343230439999,30.223994851100002,"город Уфа, Глазовская, 38а","Демский производственный участок Самарского автотранспортного комбината структурного подразделения КЖД ф-ла ОАО ""РЖД""",,Республика Башкортостан
54.712427777600006,55.822278857200004,"город Уфа, М.Джалиля, 74/1","Общ. ""Соцкультсервис""",,Республика Башкортостан
54.7064340231,55.838372111300004,"город Уфа, Таллинская, 25",МБОУ Школа N 104,,Республика Башкортостан
54.7067718539,55.838152170200004,"город Уфа, Таллинская, 25",МБОУ Школа N 104,,Республика Башкортостан
54.72395722,55.9350818396,"город Уфа, ул. Пушкина, 67",МБОУ средняя общеобразовательная школа N 45,,Республика Башкортостан
54.795900994899995,56.086937785100005,"город Уфа, ул. Трамвайная, д. 10","Административное здание ОАО ""Башвтормет""",,Республика Башкортостан
54.719790143400004,55.9546083212,"город Уфа, ул. Пушкина, 103А",Уфимское училище искусств,,Республика Башкортостан
54.721130371099996,55.9444198608,"город Уфа, ул. Ленина, 3",Башкирский государственный медицинский университет,,Республика Башкортостан
54.7156226384,55.9521192312,"город Уфа, ул. Тукаева, 39",МБОУ средняя общеобразовательная школа N 14,,Республика Башкортостан
54.6693950507,55.9142410755,"город Уфа, ул. Цветы Башкирии, 2/3","ЗАО ""Цветы Башкортостана""",,Республика Башкортостан
54.7132396866,55.9672147036,"город Уфа, ул. Посадская, 26","Стоматологическая клиника ООО ""Витадент люкс""",,Республика Башкортостан
54.7084206759,55.9476935863,"город Уфа, ул. Демская, 2","МУП ""Специализированное управление по ремонту и содержанию искусственных сооружений""",,Республика Башкортостан
54.7111664975,55.9775787592,"город Уфа, ул. Менделеева, 41",МБОУ средняя общеобразовательная школа N 19 им. Б.И.Северинова,,Республика Башкортостан
54.7084020805,55.9703528881,"город Уфа, ул. Сочинская, 15",Фонд социального страхования Российской Федерации,,Республика Башкортостан
54.7028850798,55.9536588192,"город Уфа, ул. Зои Космодемьянской, 38",МБОУ средняя общеобразовательная школа N 34,,Республика Башкортостан
54.7336157545,55.9535568953,"город Уфа, ул. Достоевского, 67","МБОУ ""Гимназия N 39""",,Республика Башкортостан
54.5248268958,55.9103518724,"город Уфа, ул. Искинская, 59/2",Клуб д. Искино,,Республика Башкортостан
54.564386346099994,55.935548543900005,"город Уфа, ул. Новая (Мокроусово), 3","""Медпункт д. Мокроусово""",,Республика Башкортостан
54.6024283923,55.93477606770001,"город Уфа, ул.  Светлая, 39","Дирекция МУ ДСП ""Чесноковка""",,Республика Башкортостан
54.7432379249,55.9016025066,"город Уфа, Лесозаводская, 1а","МБУ Дом культуры ""Ядкарь""",,Республика Башкортостан
54.7308156979,55.9326303005,"город Уфа, ул. Зенцова, 51","МБОУ ""Средняя общеобразовательная школа N 10""",,Республика Башкортостан
54.730459482200004,55.9323245287,"город Уфа, ул. Зенцова, 51","МБОУ ""Средняя общеобразовательная школа N 10""",,Республика Башкортостан
54.728367000000006,55.941014,"город Уфа, ул. К.Маркса, 35","ГУП ""Башавтотранс""",,Республика Башкортостан
54.7324976135,55.929325819,"город Уфа, ул. Чернышевского, 25а",Башкирский государственный педагогический университет им. М.Акмуллы,,Республика Башкортостан
54.732664872,55.929438471800005,"город Уфа, ул. Чернышевского, 25а",Башкирский государственный педагогический университет им. М.Акмуллы,,Республика Башкортостан
54.743628090200005,55.932013392399995,"город Уфа, М. Трактовая, 199","Уфимский спиртоводочный комбинат, филиал ОАО ""Башспирт""",,Республика Башкортостан
54.7461362061,55.9188061953,"город Уфа, ул. Силикатная, 3","ООО ""Башкирский кирпич""",,Республика Башкортостан
54.732739,55.916757,"город Уфа, ул. Нехаева, 94",Уфимский филиал Российского государственного социального университета,,Республика Башкортостан
54.732739,55.916757,"город Уфа, ул. Нехаева, 94",Уфимский филиал Российского государственного социального университета,,Республика Башкортостан
54.7787399555,55.889425277700006,"город Уфа, ул. Ахметова, 207","ООО ""Судоремонтно-судостроительный завод""",,Республика Башкортостан
54.739436,55.902289,"город Уфа, ул. Кирзаводская, 1/3","МБОУ ""Средняя общеобразовательная школа N 24""",,Республика Башкортостан
54.7900989782,55.9465456009,"город Уфа, ул. Защитников Отечества, 17","МБОУ ""Средняя общеобразовательная школа N 4"" (филиал школы) микрорайон ""Кооперативный""",,Республика Башкортостан
54.7843394368,55.888046622299996,"город Уфа, ул. Ахметова, 306","МБОУ ""Средняя общеобразовательная школа N 4""",,Республика Башкортостан
54.78338000000001,55.886137,"город Уфа, ул. Ахметова, 275","Уфимский филиал федерального бюджетного образовательного учреждения высшего профессионального образования ""Московская государственная академия водного транспорта""",,Республика Башкортостан
54.7926753496,55.872269868900005,"город Уфа, ул. Чкалова, 110",Республиканская школа-интернат N 5 спортивного профиля,,Республика Башкортостан
54.7843456236,55.888030529,"город Уфа, ул. Ахметова, 306","МБОУ ""Средняя общеобразовательная школа N 4""",,Республика Башкортостан
54.733108520500004,55.939781188999994,"город Уфа, ул. Красина, 33","МАОУ ""Гимназия N 91""",,Республика Башкортостан
54.729022979700005,55.928764343299996,"город Уфа, ул. Коммунистическая, 16","МБОУ ДОД ""Центр детского творчества"" Ленинского района ГО г. Уфа""",,Республика Башкортостан
54.727101607600005,55.9238004684,"город Уфа, ул. Пушкина, 35/2",Уфагортранс. Диспетчерская,,Республика Башкортостан
54.7216008057,55.92527771,"город Уфа, ул. Гафури, 7","МАОУ ""Средняя общеобразовательная школа N 35""",,Республика Башкортостан
54.7213008057,55.92527771,"город Уфа, ул. Гафури, 7","МАОУ ""Средняя общеобразовательная школа N 35""",,Республика Башкортостан
54.7416954041,55.9135475159,"город Уфа, ул. Выгонная, 10","МБОУ ""Средняя общеобразовательная школа N 25 с углубленным изучением татарского языка""",,Республика Башкортостан
54.743801116899995,55.900268554700006,"город Уфа, ул. Лесозаводская, 1/1","МАДОУ ""Детский сад N 25 комбинированного вида""",,Республика Башкортостан
54.7883823371,55.8836746216,"город Уфа, ул. Ахметова, 320","МАОУ ""Лицей N 46""",,Республика Башкортостан
54.79595975310001,55.8638262749,"город Уфа, ул. Летчиков, 8/2","МБОУ ""Средняя общеобразовательная школа N 128""",,Республика Башкортостан
54.79566832890001,55.863647460900005,"город Уфа, ул. Летчиков, 8/2","МБОУ ""Средняя общеобразовательная школа N 128""",,Республика Башкортостан
54.76257445270001,55.994181633000004,"город Уфа, ул. Парковая, 12/1",МАОУ гимназия N 47 им. А.П.Гайдара,,Республика Башкортостан
54.762574,55.994181999999995,"город Уфа, ул. Парковая, 12/1",МАОУ гимназия N 47 им. А.П.Гайдара,,Республика Башкортостан
54.765886059799996,56.0250109434,"город Уфа, ул. Комсомольская, 165/1",МБУ УЖХ г. Уфы,,Республика Башкортостан
54.754452130699995,56.0395377874,"город Уфа, ул. Белоозерская, 57",МБОУ ДОД ДЮСШ N 5 ГО г. Уфа,,Республика Башкортостан
54.739906311000006,55.943073272700005,"город Уфа, ул. Подвойского, 7",МБОУ СОШ N 26,,Республика Башкортостан
54.8009013187,56.0424935818,"город Уфа, Проспект Октября, 155",ГБУЗ Республиканский противотуберкулезный диспансер,,Республика Башкортостан
54.7478670251,55.9590125084,"город Уфа, ул. Ленина, 127",МБОУ СОШ N 95,,Республика Башкортостан
54.744705670100004,55.9685075283,"город Уфа, ул. Пархоменко, 155/2",Башкирское республиканское отделение общественной организации Всероссийского общества автомобилистов,,Республика Башкортостан
54.747860832700006,55.9590125084,"город Уфа, ул. Ленина, 127",МБОУ СОШ N 95,,Республика Башкортостан
54.737645142299996,55.9623652697,"город Уфа, ул. 50-летия Октября, 7А",МБОУ Лицей N 96,,Республика Башкортостан
54.737053612299995,55.97712814810001,"город Уфа, ул. 50-летия Октября, 24","МОАО ""Нефтеавтоматика""",,Республика Башкортостан
54.735012613,55.9719246626,"город Уфа, ул. Мингажева, 160",Общежитие N 6 ФГБОУ ВПО УГАТУ,,Республика Башкортостан
54.732894077,55.9607720375,"город Уфа, ул. Достоевского, 99а",МБОУ Уфимская городская башкирская гимназия N 20 им. Ф.Х.Мустафиной,,Республика Башкортостан
54.7331046966,55.9620702267,"город Уфа, ул. Пархоменко, 93",МБУЗ Городская клиническая больница N 5,,Республика Башкортостан
54.7402496293,55.9468996525,"город Уфа, ул. Карла Маркса, 69","Поликлиника N 1 негосударственного учреждения здравоохранения отделенческая клиническая больница на станции Уфа ОАО ""РЖД""",,Республика Башкортостан
54.944843999999996,56.115637,"город Уфа, ул. Советская, 54","МБОУ Школа N 145, с. Старые Турбаслы",,Республика Башкортостан
54.7318719367,55.9446305037,"город Уфа, ул. Кирова, 1",Федерация профсоюзов РБ,,Республика Башкортостан
54.7270240784,55.9332885742,"город Уфа, ул. Свердлова, 55",Общежитие N 3 Башкирского государственного педагогического университета им. М.Акмуллы,,Республика Башкортостан
54.7332533687,55.981639623599996,"город Уфа, ул. Харьковская, 121",МБОУ Лицей N 107,,Республика Башкортостан
54.7287805796,55.9575426579,"город Уфа, ул. Худайбердина, 15",МБОУ лицей N 21,,Республика Башкортостан
54.7320175158,55.9436649084,"город Уфа, ул. Кирова, 1",Федерация профсоюзов Республики Башкортостан,,Республика Башкортостан
54.7272911072,55.9316520691,"город Уфа, ул. Свердлова, 51",Общежитие N 2 Башкирского государственного педагогического университета им. М.Акмуллы,,Республика Башкортостан
54.733683895,55.9524947405,"город Уфа, ул. Достоевского, 67","МБОУ ""Гимназия N 39""",,Республика Башкортостан
54.736285539700006,55.951808095,"город Уфа, ул. Ленина, 61","ГБОУ СПО ""Уфимский авиационный техникум""",,Республика Башкортостан
54.7340772496,55.9526503086,"город Уфа, ул. Достоевского, 39","Федеральное казенное учреждение ""Следственный изолятор N 1"" Главного управления федеральной службы исполнения наказания России по Республике Башкортостан",,Республика Башкортостан
54.735244901899996,55.9472751617,"город Уфа, ул. Мустая Карима, 53/55","МБОУ ""Средняя общеобразовательная школа N 1""",,Республика Башкортостан
54.836578305100005,56.1508870125,"город Уфа, ул. Таманская, 47",МБОУ Школа N 36,,Республика Башкортостан
54.775615,56.080940000000005,"город Уфа, ул. Набережная р. Уфы, 51/1",МБОУ СОШ N 141,,Республика Башкортостан
54.7833804646,55.8861368895,"город Уфа, ул. Ахметова, 275","Уфимский филиал федерального бюджетного образовательного учреждения высшего профессионального образования ""Московская государственная академия водного транспорта""",,Республика Башкортостан
54.775615,56.080940000000005,"город Уфа, ул. Набережная р. Уфы, 51/1",МБОУ СОШ N 141,,Республика Башкортостан
54.895225449399994,56.0381323099,"город Уфа, ул. Биологическая, 35","МБУЗ Городская клиническая больница N 18, здравпункт",,Республика Башкортостан
54.8156420246,56.1279809475,"город Уфа, ул. Вологодская, 29","МУП Управление электротранспорта г. Уфы, Троллейбусное депо N 2",,Республика Башкортостан
54.8208717039,56.1139369011,"город Уфа, ул. Вологодская, 76/2","ООО ""ЖЭУ N 48""",,Республика Башкортостан
54.7428260796,55.9933930635,"город Уфа, ул. Железняцкая, 35",МБДОУ Детский сад N 127,,Республика Башкортостан
54.7562971304,55.999680161499995,"город Уфа, ул. 50 лет СССР, 10",МБОУ СОШ N 117,,Республика Башкортостан
54.7562971304,55.9997284412,"город Уфа, ул. 50 лет СССР, 10",МБОУ СОШ N 117,,Республика Башкортостан
54.7156257371,55.9986501932,"город Уфа, ул. Акназарова, 24 (учебный корпус)",Уфимский государственный университет экономики и сервиса,,Республика Башкортостан
54.715882926400006,55.9987306595,"город Уфа, ул. Акназарова, 24 (жилой дом)","МБУ централизованная система массовых библиотек ГО г. Уфа ""Библиотека N 20""",,Республика Башкортостан
54.7363753554,55.9771710634,"город Уфа, ул. 8 Марта, 3","ГАОУ СПО Уфимский колледж предпринимательства, экологии и дизайна",,Республика Башкортостан
54.767712,56.228016000000004,"город Уфа, ул. Олимпийская, д. 8",МБОУ средняя общеобразовательная школа N 131,,Республика Башкортостан
54.7756800218,56.221879720699995,"город Уфа, ул. Олимпийская, д. 8",МБОУ средняя общеобразовательная школа N 78,,Республика Башкортостан
54.787670999999996,56.133522,"город Уфа, ул. Сельская Богородская, д. 37","Уфимский филиал ФГБОУ ВПО ""Московский государственный гуманитарный университет им. М.А.Шолохова""",,Республика Башкортостан
54.7351581808,55.9678316116,"город Уфа, ул. 50-летия Октября, 16/1",МБУЗ Детская стоматологическая поликлиника N 3 ГО город Уфа РБ,,Республика Башкортостан
54.731556999999995,55.969931,"город Уфа, ул. Мингажева, 138а",Общежитие N 3 ГБОУ ВПО БГМУ Минздрава России,,Республика Башкортостан
54.7876709149,56.1335223913,"город Уфа, ул. Сельская Богородская, д. 37","Уфимский филиал ФГБОУ ВПО ""Московский государственный гуманитарный университет им. М.А.Шолохова""",,Республика Башкортостан
54.8254424823,56.1840820312,"город Уфа, ул. Сосновская, д. 1/3","МБОУ ДОД Центр развития творчества детей и юношества ""Гармония""",,Республика Башкортостан
54.7865202404,56.2304091454,"город Уфа, ул. Советов, д. 27",МБОУ Начальная общеобразовательная школа N 33,,Республика Башкортостан
54.7417050962,56.1963558197,"город Уфа, деревня Базилевка, ул. Прудная, д. 15, корп. 1",ГБУЗ Республиканская психиатрическая больница N 1 МЗ РБ города Уфы,,Республика Башкортостан
54.721435337799996,56.0128390789,"город Уфа, ул. Менделеева, 148","Филиал ФБУ ""Рослесозащита"" -""ЦЗЛ Республики Башкортостан""",,Республика Башкортостан
54.7355267439,55.9672147036,"город Уфа, ул. 50-летия Октября, 14/1","ГБОУ ДОД ""Республиканский детский эколого-биологический центр""",,Республика Башкортостан
54.689416,56.133518,"город Уфа, деревня Федоровка, ул. Галечная, д. 7","МБОУ Гимназия N 105, корп. 2",,Республика Башкортостан
54.8263386528,56.184538006800004,"город Уфа, ул. Чехова, д. 1",МБОУ средняя общеобразовательная школа N 53,,Республика Башкортостан
54.794846425900005,56.1435270309,"город Уфа, ул. Петрозаводская, д. 10в","Общежитие ОАО ""НПП ""Мотор""",,Республика Башкортостан
54.7677116394,56.228015899700004,"город Уфа, ул. Стадионная, д. 11",МБОУ средняя общеобразовательная школа N 131,,Республика Башкортостан
46.1731479613,42.534626126300005,"Яшалтинский район, с. Красномихайловское, ул. Школьная, 3",здание МБОУ «Красномихайловская средняя общеобразовательная школа»,Школа теперь есть в ОСМ,Республика Калмыкия
46.1472165443,42.5624084473,"Яшалтинский район, с. Матросово",здание Матросовской начальной школы,,Республика Калмыкия
60.9736563213,32.9805278778,"г. Олонец, ул. Полевая, д. 41",помещение МКОУ «Средняя общеобразовательная школа № 2 г. Олонца»,,Республика Карелия
60.981867342200005,32.9747879505,"г. Олонец, ул. Карла Маркса, д. 3а",помещение МКОУ «Средняя общеобразовательная школа №1»,,Республика Карелия
60.9777581931,32.9759413004,"г. Олонец, ул. Урицкого, д. 4а",помещение МКОУ «Средняя общеобразовательная школа №1» (здание бывшей школы-интернат № 10),,Республика Карелия
60.9781667896,32.972947955100004,"г. Олонец, ул. Урицкого, д. 9",помещение МКОУ ДОД «Детская музыкальная школа г. Олонца»,,Республика Карелия
60.9798791945,32.9819387197,"г. Олонец, ул. Красноармейская, д. 19",помещение МКОУ ДОД «Олонецкая детско-юношеская спортивная школа»,,Республика Карелия
56.646211675500005,47.879721522299995,"г. Йошкар-Ола, ул. Осипенко, 46",МБОУ «Средняя общеобразовательная школа № 2 г. Йошкар-Олы»,,Республика Марий Эл
54.1701282359,45.12352645399999,"г. Саранск, ул. Р. Люксембург, д. 28","здание МОУ ""Средняя общеобразовательная школа №33""",,Республика Мордовия
54.1599840641,45.148546099700006,"г. Саранск, ул. Транспортная, д. 17","здание Саранского кооперативного института Российского университета кооперации, 1 этаж, аудитория №106",,Республика Мордовия
54.0569507788,44.9434804916,"г. Рузаевка, ул. Революции 1905 года, д. 6","здание МБУК ""Центр культуры им. А.В. Ухтомского""",,Республика Мордовия
54.058934482,44.959766864799995,"г. Рузаевка, ул. Ленина, д. 93","здание ГОУ ВПО ""Мордовский государственный университет им. Н.П. Огарева ""Рузаевский институт машиностроения (филиал)""",,Республика Мордовия
54.174675032399996,45.1438844204,"г. Саранск, ул. М. Расковой, д. 17а","здание МОУ ""Средняя общеобразовательная школа с углубленным изучением отдельных предметов №8""",,Республика Мордовия
54.1717611209,45.1384180784,"г. Саранск, ул. Серадзская, д. 26а","здание МОУ ""Средняя общеобразовательная школа с углубленным изучением отдельных предметов №24""",,Республика Мордовия
54.035968106400006,44.9298763275,"г. Рузаевка, ул. Тухачевского, д. 10","здание МБОУ ""Средняя общеобразовательная школа N 10""",,Республика Мордовия
54.171591555,45.1390028,"г. Саранск, ул. Серадзская, д. 26а","здание МОУ ""Средняя общеобразовательная школа с углубленным изучением отдельных предметов №24""",,Республика Мордовия
54.629530742600004,43.2224357128,"г. Темников, ул. Школьная, д. 1А","здание МБОУ ""Темниковская средняя общеобразовательная школа N 1""",,Республика Мордовия
54.6313255388,43.2017505169,"г. Темников, ул. Коммунистическая, д. 17",здание Дворца культуры и досуга,,Республика Мордовия
54.068826394,44.939103126499994,"г. Рузаевка, ул. Красноармейская, д. 35","здание МБОУ ""Средняя общеобразовательная школа N 7""",,Республика Мордовия
54.1743189941,45.144023895299995,"г. Саранск, ул. М. Расковой, д. 17а","здание МОУ ""Средняя общеобразовательная школа с углубленным изучением отдельных предметов №8""",,Республика Мордовия
54.0666794637,44.9627494812,"г. Рузаевка, ул. Терешковой, д. 91/93","здание МБОУ ""Средняя общеобразовательная школа N 17""",,Республика Мордовия
54.040239830299996,44.934167861899994,"г. Рузаевка, ул. Титова, д. б/н","здание МБУК ""Дом культуры ""Орион""",,Республика Мордовия
54.0622278499,44.9553573132,"г. Рузаевка, ул. Карла Маркса, д. 15","здание МБОУ ""Средняя общеобразовательная школа N 5""",,Республика Мордовия
54.1752150883,45.1498281956,"г. Саранск, ул. Щорса, д. 29","здание МОУ ""Средняя общеобразовательная школа №21""",,Республика Мордовия
54.1719746472,45.1533472538,"г. Саранск, ул. Гагарина, д. 108","здание ГОУ СПО ""Саранское музыкальное училище им. Л.П.Кирюкова""",,Республика Мордовия
54.168162408,45.148315429700006,"г. Саранск, ул. Комарова, д. 7","здание МОУ ""Гимназия №23""",,Республика Мордовия
54.168496405,45.1481208801,"г. Саранск, ул. Комарова, д. 7","здание МОУ ""Гимназия №23""",,Республика Мордовия
54.17043045649999,45.123832702600005,"г. Саранск, ул. Р. Люксембург, д. 28","здание МОУ ""Средняя общеобразовательная школа №33""",,Республика Мордовия
54.1730768025,45.1341372728,"г. Саранск, ул. Серадзская, д. 21","здание МОУ ""Лицей №26""",,Республика Мордовия
54.1728789819,45.1347273588,"г. Саранск, ул. Серадзская, д. 21","здание МОУ ""Лицей №26""",,Республика Мордовия
54.168112162,45.1479935646,"г. Саранск, ул. Комарова, д. 7","здание МОУ ""Гимназия №23""",,Республика Мордовия
54.424335720500004,43.7950980663,"Краснослободский район, г. Краснослободск, ул. Интернациональная, дом 67","здание МБУ ""Центр культуры"" Краснослободского муниципального района Республики Мордовия районный Дворец культуры",,Республика Мордовия
54.057668701400004,44.939821958500005,"г. Рузаевка, ул. Ленина, д. 16","здание МБОУ ""Гимназия N 1""",,Республика Мордовия
62.0264396667,129.73374939,"г. Якутск, ул. Ярославского, 27",Детская школа искусств,,Республика Саха (Якутия)
62.036041259799994,129.742950439,"г. Якутск, ул. Дзержинского, 5",ДЮСШ № 1,,Республика Саха (Якутия)
62.027922357,129.74015057100002,"г. Якутск, ул. Ярославского, 21",Школа № 26,,Республика Саха (Якутия)
62.0571746826,129.74009704600002,"г. Якутск, ул. Дзержинского, 55",Якутский индустриально-педагогический колледж,,Республика Саха (Якутия)
55.6533101624,51.810848440200004,"г. Нижнекамск, пр. Мира, 16",школа № 31,,Республика Татарстан
53.717409258500005,91.42342150209998,"город Абакан, улица Хакасская, 165",здание МБОУ «Средняя общеобразовательная школа № 11»,,Республика Хакасия
53.719685308,91.4166676998,"город Абакан, улица Чернышевского, 43",здание МБОУ «Средняя общеобразовательная школа № 22»,,Республика Хакасия
53.72586525609999,91.441848278,"город Абакан, улица Щетинкина, 27",здание Хакасского технического института – филиала ФГАОУ ВПО «Сибирский федеральный университет»,,Республика Хакасия
53.7296134108,91.4351803064,"город Абакан, улица Тельмана, 93",здание МБОУ «Средняя общеобразовательная школа № 25»,,Республика Хакасия
53.7197964091,91.44182682040001,"город Абакан, улица Хакасская, 68",здание Медицинского колледжа Медико-психолого-социального института ФГБОУ ВПО «Хакасский государственный университет им.Н.Ф.Катанова»,,Республика Хакасия
53.7199329043,91.4438331127,"город Абакан, улица Щетинкина, 13","здание Колледжа педагогического образования, информатики и права ФГБОУ ВПО «Хакасский государственный университет им.Н.Ф.Катанова»",,Республика Хакасия
53.7179266976,91.4464884996,"город Абакан, улица Пушкина, 72",здание МБОУ «Средняя общеобразовательная школа № 30»,,Республика Хакасия
53.738527027299995,91.42528831959999,"город Абакан, улица Лермонтова, 12",здание МБОУ «Лицей»,,Республика Хакасия
53.722459572700004,91.4416229725,"город Абакан, проспект Ленина, 90",здание ФГБОУ ВПО «Хакасский государственный университет им.Н.Ф.Катанова»,,Республика Хакасия
53.7162219816,91.40540242200001,"город Абакан, улица Советская, 175",здание ГБОУ СПО РХ «Техникум коммунального хозяйства и сервиса»,,Республика Хакасия
53.713831453500006,91.40505373479999,"город Абакан, улица Пушкина, 190",здание ГБОУ РХ СПО «Училище (техникум) олимпийского резерва»,,Республика Хакасия
53.7257383018,91.4347994328,"город Абакан, улица Богдана Хмельницкого, 158",здание МБДОУ г.Абакана «Центр развития ребёнка – детский сад «Василёк»,,Республика Хакасия
53.7041123832,91.39790833,"город Абакан, улица Пирятинская, 26",здание МБОУ «Средняя общеобразовательная школа № 9»,,Республика Хакасия
53.7038297631,91.39819264409999,"город Абакан, улица Пирятинская, 26",здание МБОУ «Средняя общеобразовательная школа № 9»,,Республика Хакасия
53.70532540520001,91.4048016071,"город Абакан, улица Пирятинская, 8",здание НОУ «Православная гимназия Святителя Иннокентия Московского»,,Республика Хакасия
53.7073004603,91.4176762104,"город Абакан, улица Гагарина, 82А",здание МБОУ «Средняя общеобразовательная школа № 4»,,Республика Хакасия
53.6962681775,91.4185988903,"город Абакан, улица Белоярская, 60",здание ГБС(К)ОУ РХ «Специальная (коррекционная) общеобразовательная школа интернат III-IV видов»,,Республика Хакасия
53.7000126184,91.401180625,"город Абакан, улица Стофато, 18",здание МБОУ «Средняя общеобразовательная школа № 26 с углублённым изучением отдельных предметов» ,,Республика Хакасия
53.712266266499995,91.4359474182,"город Абакан, улица Хлебная, 28","здание муниципального бюджетного специального (коррекционного) образовательного учреждения для обучающихся, воспитанников с ограниченными возможностями здоровья г.Абакана «Специальная (коррекционная) общеобразовательная школа VIII вида №17»",,Республика Хакасия
53.719520243000005,91.4495193958,"город Абакан, улица Вяткина, 8",здание МБОУ ДОД «Центр детского творчества»,,Республика Хакасия
53.7245861734,91.4473521709,"город Абакан, улица Вяткина, 14",здание Музыкального колледжа института Искусств ФГБОУ ВПО «Хакасский государственный университет им.Н.Ф.Катанова»,,Республика Хакасия
53.7378702322,91.4536499977,"город Абакан, проезд Весенний, 6",здание МБОУ «Средняя общеобразовательная школа № 5»,,Республика Хакасия
53.7372737137,91.4544653893,"город Абакан, проезд Весенний, 6",здание МБОУ «Средняя общеобразовательная школа № 5»,,Республика Хакасия
53.7319717407,91.4697036743,"город Абакан, улица Зелёная, 1",здание МУП «Спецавтобаза ЖКХ»,,Республика Хакасия
53.7247448707,91.4601945877,"город Абакан, проспект Ленина, 48",здание МБОУ «Средняя общеобразовательная школа № 3»,,Республика Хакасия
53.712405961,91.4616000652,"город Абакан, улица Павших Коммунаров, 100",здание МБОУ «Вечерняя (сменная) общеобразовательная школа»,,Республика Хакасия
53.7201138391,91.46916389469999,"город Абакан, улица Пушкина, 30А",здание МБОУ «Средняя общеобразовательная школа № 20»,,Республика Хакасия
53.70270243939999,91.43625855450001,"город Абакан, улица Челюскинцев, 6",здание МБОУ «Средняя общеобразовательная школа № 18»,,Республика Хакасия
53.702550010299994,91.4354324341,"город Абакан, улица Челюскинцев, 6",здание МБОУ «Средняя общеобразовательная школа № 18»,,Республика Хакасия
53.7300735761,91.435110569,"город Абакан, улица Тельмана, 93",здание МБОУ «Средняя общеобразовательная школа № 25»,,Республика Хакасия
53.72936587149999,91.43483698370001,"город Абакан, улица Тельмана, 93",здание МБОУ «Средняя общеобразовательная школа № 25»,,Республика Хакасия
53.682916963900006,91.3941371441,"город Абакан, улица Зоотехническая, 6",здание МБОУ «Средняя общеобразовательная школа № 23»,,Республика Хакасия
53.699653750900005,91.40047788620001,"город Абакан, улица Стофато, 18",здание МБОУ «Средняя общеобразовательная школа № 26 с углублённым изучением отдельных предметов» ,,Республика Хакасия
53.7304000854,91.42665863040001,"город Абакан, улица Тельмана, 98Б",здание ООО «ЖЭУ-5»,,Республика Хакасия
53.7315079901,91.4268922806,"город Абакан, улица Ивана Ярыгина, 43",здание МБДОУ «Центр развития ребёнка – детский сад «Рябинушка»,,Республика Хакасия
53.7365883417,91.4295852184,"город Абакан, проспект Дружбы Народов, 21",здание МБОУ «Средняя общеобразовательная школа № 12»,,Республика Хакасия
53.7359505549,91.4295637608,"город Абакан, проспект Дружбы Народов, 21",здание МБОУ «Средняя общеобразовательная школа № 12»,,Республика Хакасия
53.738136759,91.42542243,"город Абакан, улица Лермонтова, 12",здание МБОУ «Лицей»,,Республика Хакасия
53.7381145485,91.4249235392,"город Абакан, улица Лермонтова, 12",здание МБОУ «Лицей»,,Республика Хакасия
53.7408590429,91.43881738190001,"город Абакан, улица Комарова, 12",здание МБОУ «Гимназия»,,Республика Хакасия
53.741093823599996,91.4383292198,"город Абакан, улица Комарова, 12",здание МБОУ «Гимназия»,,Республика Хакасия
53.74116362310001,91.44060373309999,"город Абакан, улица Комарова, 15",здание лабораторного корпуса Хакасского технического института – филиала ФГАОУ ВПО «Сибирский федеральный университет»,,Республика Хакасия
53.7419663083,91.4406466484,"город Абакан, улица Комарова, 15",здание лабораторного корпуса Хакасского технического института – филиала ФГАОУ ВПО «Сибирский федеральный университет»,,Республика Хакасия
53.721141815200006,91.46298980709999,"город Абакан, улица Маршала Жукова, 10",здание МБОУ «Межшкольный учебный комбинат»,,Республика Хакасия
53.7140731812,91.4722976685,"город Абакан, улица Павших Коммунаров, 52",здание МБОУ «Средняя общеобразовательная школа № 2»,,Республика Хакасия
53.713092804,91.4657974243,"город Абакан, улица Островского, 24",здание МБУК «Абаканская централизованная библиотечная система» ,,Республика Хакасия
