name,address,region,district,fed_distr,lat,lon,geocode
Бердская школа-интернат общего типа для детей-сирот,,Новосибирская область,Бердск,Сибирский,54.753900,83.079000,до наспункта
Болотнинский детский дом дошкольный областной ,,Новосибирская область,Болотнинский район,Сибирский,55.728600,84.178000,до района
Отделение социальной реабилитации для  детей и подростков территориального центра социальной помощи Болотинского р-на,"633350, Новосибирская обл., г. Болотное, ул. Вокзальная, 9",Новосибирская область,Болотнинский район,Сибирский,55.666298,84.389664,до дома
Социальный приют для  детей и подростков,"632240, Новосибирская обл., р.п. Венгерово, ул. Восход, 13",Новосибирская область,Венгеровский район,Сибирский,55.918762,76.922966,до улицы
Вознесенксая школа-интернат спец.корр. 8ого вида для детей-сирот,"632244 Новосибирская обл., Венгеровский р-н, с. Вознесенка",Новосибирская область,Венгеровский район,Сибирский,54.142220,77.547646,до наспункта
Социальный приют для детей и подростков,"632451, Новосибирская обл., Доволенский р-н, с Травное, ул. Юбилейная, 35",Новосибирская область,Доволенский район,Сибирский,54.514637,79.667503,до наспункта
Социальный приют для детей и подростков,"632951, Новосибирская обл., с. Здвинка, ул. Мира, 28",Новосибирская область,Здвинский район,Сибирский,54.655624,78.660797,до улицы
Истикимский детский дом,"633210, Новосибирская обл., г. Истиким, ул. Советская, 356",Новосибирская область,Искитимск,Сибирский,55.276077,79.770554,до улицы
Школа-интернат ,"633210, Новосибирская обл., г. Искитим, Центральный мкрн, 17а",Новосибирская область,Искитимск,Сибирский,54.642628,83.303566,до наспункта
Специальная коррекционная школа №7,"633210, Новосибирская обл., г. Искитим,ул. Советская, 356",Новосибирская область,Искитимск,Сибирский,54.632893,83.308235,до улицы
Социальный приют для детей и подростков,"633236, Новосибирская обл., Искитимский р-н, п. Керамкомбинат, ул. Центральная, 12",Новосибирская область,Искитимский район,Сибирский,54.433292,83.343796,до наспункта
Карасукский детский дом  ,"632866, Новосибирская обл., г. Карасук, Карасукский р-н, ул. Свердлова, 101",Новосибирская область,Карасукский район,Сибирский,53.734470,78.032372,до улицы
Отделение реабилитации для несовершеннолетних  КЦСО Каргатского р-на,"632401, Новосибирская обл., г. Каргат, ул. М. Горького, 42",Новосибирская область,Каргатский район,Сибирский,55.193241,80.283249,до наспункта
Колыванская школа-интернат для детей-сирот 8ого вида,"633160, Новосибирская обл., р.п. Колывань, ул. Московская, 38",Новосибирская область,Колыванский район,Сибирский,55.884697,82.607040,до улицы
"Центр помощи детям, оставшимся без попечения родителей","632630, Новосибирская обл., р.п. Коченево, ул. Промышленная, 14",Новосибирская область,Коченевский район,Сибирский,55.074223,81.974876,до улицы
Социальный приют для детей и подростков,"632902, Новосибирская обл., р.п. Краснозерское, ул. Комсомольская, 34",Новосибирская область,Краснозерский район,Сибирский,53.993256,79.168793,до улицы
Специализированный дом ребенка  для детей с поражением ЦНС и нарушением психики,"632350, Новосибирская обл., г. Куйбышев, Квартал 4, 7",Новосибирская область,Куйбышев,Сибирский,55.444199,78.336388,до улицы
Школа-интернат,"632380, Новосибирская обл., г. Куйбышев, ул. Интернатская, 2а",Новосибирская область,Куйбышев,Сибирский,55.452026,78.266609,до улицы
Чумаковская школа-интернат для детей-сирот 8ого вида,"632364, Новосибирская обл., Куйбышевский р-н, с. Чумаково",Новосибирская область,Куйбышевский район,Сибирский,55.686729,79.051338,до наспункта
Купинский детский дом смешанный районный,"632740, Новосибирская обл., г. Купино, ул. Южная, 19",Новосибирская область,Купинский район,Сибирский,54.364899,77.308571,до наспункта
Купинская школа-интернат для детей-сирот 7ого вида,"632740, Новосибирская обл., г. Купино, ул. Маяковского, 3",Новосибирская область,Купинский район,Сибирский,54.364899,77.308571,до наспункта
Социальный приют для детей и подростков,"632270, Новосибирская обл., с. Кыштовка, ул. Краснопартизанская, 31",Новосибирская область,Кыштовский район,Сибирский,56.554844,76.629967,до наспункта
Маслянинский детский дом школьный областной,"633570, Новосибрская обл., п. Маслянино, ул. Парковая, 106",Новосибирская область,Маслянинский район,Сибирский,54.333385,84.209686,до дома
Ояшинский детский дом-интернат спец.корр. 8ого вида,"633310, Новосибирская обл., Мошковский р-н, п. Ояш, ул. Западная, 40 ",Новосибирская область,Мошковский район,Сибирский,55.550598,83.846123,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"633131, Новосибирская обл., р.п. Мошково, ул. Линейная, 27",Новосибирская область,Мошковский район,Сибирский,55.344910,83.569199,до наспункта
Мошковская школа-интернат для детей-сирот 8ого вида,"633140, Новосибирская обл., р.п. Мошколво, ул. Учительская, 1",Новосибирская область,Мошковский район,Сибирский,55.344910,83.569199,до улицы
Детский дом №3 смешанный областной ,"630000, Новосибирск, ул. Урманова, 18",Новосибирская область,Новосибирск,Сибирский,54.965809,82.953590,до улицы
Детский дом № 1 (Кировский р-н),"630048, Новосибирск, ул. Ватутина, 30/1 ",Новосибирская область,Новосибирск,Сибирский,54.976425,82.908585,до улицы
Детский дом № 2 (Кировский р-н),"630088, Новосибирск, ул. Петухова, 82/1 ",Новосибирская область,Новосибирск,Сибирский,54.938641,82.912148,до дома
"МОУ ""Детский дом № 5"" (Советский р-н)","630117, Новосибирск, ул. Российская, 3",Новосибирская область,Новосибирск,Сибирский,54.867188,83.093399,до дома
Детский дом № 6 (Ленинский р-н),"630000, Новосибирск, ул. Выставочная, 40",Новосибирская область,Новосибирск,Сибирский,54.992039,82.897888,до дома
Детский дом № 7,"630107, Новосибирск, ул. Связистов, 155",Новосибирская область,Новосибирск,Сибирский,54.963558,82.841743,до дома
Детский дом № 8 (Первомайский р-н),"630000, Новосибирск, ул. Марата, 10 ",Новосибирская область,Новосибирск,Сибирский,54.981510,83.077087,до улицы
Детский дом № 9 (Дзержинский р-н),"630015, Новосибирск, пр. Дзержинского, 21 ",Новосибирская область,Новосибирск,Сибирский,55.054115,82.968422,до дома
"МОУ Детский дом № 10 ""Гнездышко""","630059, Новосибирск, Старое шоссе, 140",Новосибирская область,Новосибирск,Сибирский,54.927589,83.075401,до улицы
"Детский дом № 11""Солнышко"" (Октябрьский р-н)","630033, Новосибирск, ул. Высоцкого, 29 ",Новосибирская область,Новосибирск,Сибирский,55.031544,83.017960,до дома
Детский дом № 12 (Калининский р-н),"630027, Новосибирск, ул. Макаренко, 17/1",Новосибирская область,Новосибирск,Сибирский,55.098324,82.960152,до дома
Детский дом № 13 (Ленинский р-н),"630000, Новосибирск, ул. Курганская, 20 ",Новосибирская область,Новосибирск,Сибирский,54.974224,82.841759,до дома
"Санаторный детский дом № 15 ""Надежда""","630005, Новосибирск, ул. Гоголя, 25а",Новосибирская область,Новосибирск,Сибирский,55.044270,82.931213,до дома
ГОУ Детский дом спец.корр. для детей с отклонениями в развитии,"630129, Новосибирск, ул. Рассветная, 10/2",Новосибирская область,Новосибирск,Сибирский,55.111378,82.975212,до дома
"Детский дом ""Приют Святого Николая"" ","630033, Новосибирск, ул. Саввы Кожевникова, 29",Новосибирская область,Новосибирск,Сибирский,54.968796,82.960533,до дома
Дом ребенка № 1 для детей с поражением ЦНС и нарушением психики,"630000, Новосибирск, ул. Саввы Кожевникова, 31",Новосибирская область,Новосибирск,Сибирский,54.961521,82.972435,до улицы
Дом ребенка № 2 для детей с поражением ЦНС и нарушением психики,"630000, Новосибирск, ул. Кропоткина, 269/2",Новосибирская область,Новосибирск,Сибирский,55.058197,82.934639,до дома
Дом ребенка № 3 для детей с поражением ЦНС и нарушением психики,"630000, Новосибирск, ул. Невельского, 83/1",Новосибирская область,Новосибирск,Сибирский,54.990822,82.806747,до дома
Детский приют (р-н Ленинский),"630000, Новосибирск, ул. Амурская, 40/2",Новосибирская область,Новосибирск,Сибирский,54.979969,82.851288,до дома
"Областной социально-реабилитационный центр для несовершеннолетних ""Снегири""","630129, Новосибирск, ул. Курчатова, 3/1 (микрорайон Снегири) ",Новосибирская область,Новосибирск,Сибирский,55.104000,82.964645,до дома
"Социально-реабилитационный центр для несовершеннолетних ""Парус""","630123, Новосибирск, ул. Аэропорт, 12а",Новосибирская область,Новосибирск,Сибирский,55.078308,82.908028,до дома
"Социально-реабилитационный центр для несовершеннолетних ""Радуга""","630039, Новосибирск, ул. Невского, 39",Новосибирская область,Новосибирск,Сибирский,55.081749,82.958656,до дома
"Социально-реабилитационное отделение ""Калинка"" при ТЦСО","630068, Новосибирск, ул. Пихтовая, 2а",Новосибирская область,Новосибирск,Сибирский,54.959488,83.104507,до дома
"Социально-реабилитационный центр для несовершеннолетних ""Виктория""","630027, Новосибирск, ул. Фабричная, 48",Новосибирская область,Новосибирск,Сибирский,55.019001,82.914200,до улицы
"Центр помощи детям, оставшимся без попечения родителей ""Берегиня""","630027, Новосибирск, ул. Макаренко, 48",Новосибирская область,Новосибирск,Сибирский,55.100491,82.970116,до дома
"Областной центр помощи детям, оставшимся без попечения родителей ","630000, Новосибирск, ул. Зорге, 127а",Новосибирская область,Новосибирск,Сибирский,54.936096,82.911507,до улицы
"Спец.Школа - интернат № 152 6,8 вида для детей с нарушением развития интеллекта и для детей с нарушением опорно-двигательного аппарата","630000, Новосибирск, ул. Ватутина, 30",Новосибирская область,Новосибирск,Сибирский,54.979706,82.901184,до дома
Детский дом № 4,"630000, Новосибирск, ул. Дуси Ковальчук, 384",Новосибирская область,Новосибирск,Сибирский,55.063560,82.925743,до дома
МОУ школа-интернат № 161 основного общего образования,"630084, Новосибирск, ул. Республиканская, 25",Новосибирская область,Новосибирск,Сибирский,55.071449,82.975830,до дома
"Школа-интернат ""Сибирский кадетский корпус"" ","630123, Новосибирск, ул. Красногорская, 54",Новосибирская область,Новосибирск,Сибирский,55.073681,82.905762,до дома
Школа-интернат № 37 спец. корр. 1ого вида,"630000, Новосибирск, ул. Саратовская, 24а",Новосибирская область,Новосибирск,Сибирский,55.037849,82.883400,до дома
Школа-интернат № 39 спец. корр. 3его вида для детей с нарушением зрения ,"630000, Новосибирск, ул. Фасадная, 19",Новосибирская область,Новосибирск,Сибирский,54.985741,82.820702,до дома
Школа-интернат № 116 спец.корр. 5ого вида,"630010, Новосибирск, ул. А. Невского, 40",Новосибирская область,Новосибирск,Сибирский,54.996029,82.963188,до дома
Школа-интернат № 133 спец.корр. 6ого вида санаторная для детей больных сколиозом ,"630000, Новосибирск, ул. Халтурина, 30/1",Новосибирская область,Новосибирск,Сибирский,54.985752,82.822250,до дома
Барышевский детский дом смешанный областной,"630554, Новосибирская обл., Новосибирский р-н, с. Барышево, ул. Институтская, 6",Новосибирская область,Новосибирский район,Сибирский,54.962200,83.188301,до наспункта
"Социальный приют для детей и подростков ""Солнечный""","630511, Новосибирская обл., с. Криводановка, Микрорайон, 4а",Новосибирская область,Новосибирский район,Сибирский,55.085232,82.642052,до улицы
Обской детский дом-интернат спец.корр. 8ого вида,"633113, Новосибирская обл., г. Обь, ул. Калинина, 85",Новосибирская область,Обь,Сибирский,54.984510,82.702569,до дома
Ордынский детский дом,"633260, Новосибирская обл., п. Ордыское, ул. Коммунистическая, 108",Новосибирская область,Ордынский район,Сибирский,54.369068,81.731941,до наспункта
Коб-Кордоновский детский дом смешанный районный,"632091, Новосибирская обл., Северный р-н, с. Коб-Кордон, ул. Зеленая, 4",Новосибирская область,Северный район,Сибирский,56.453323,78.863625,до района
Биазинская школа-интернат  для детей-сирот 8ого вида,"632084, Новосибирская обл., Северный р-н, с. Биаза, ул. Бугаева, 92",Новосибирская область,Северный район,Сибирский,56.594597,78.302055,до наспункта
"Социальный приют для детей и подростков ""Лесовичек""","633623, Новосибирская обл., п. Сузун, ул. Толстого, 11",Новосибирская область,Сузунский район,Сибирский,53.784103,82.316406,до улицы
Сузунская школа-интернат для детей-сирот 8ого вида,"633610, Новосибирская обл., п. Сузун, ул. Партизанская, 19",Новосибирская область,Сузунский район,Сибирский,53.784103,82.316406,до наспункта
Татарский детский дом смешанный районный,"632120, Новосибирская обл., г. Татарск, пер. Кузнечный, 3",Новосибирская область,Татарск,Сибирский,55.219242,75.973076,до улицы
Областной социальный приют для детей и подростков,"632122, Новосибирская обл., г. Татарск, ул. Татарская, 7",Новосибирская область,Татарск,Сибирский,55.210152,76.003616,до улицы
Тогучинский детский дом дошкольный ,"633420, Новосибирская обл., г. Тогучин, ул. Пролетарская, 41",Новосибирская область,Тогучинский район,Сибирский,55.238014,84.399368,до наспункта
Детский дом № 2,"633420, Новосибирская обл., г. Тогучин, ул. Коммунистическая, 1",Новосибирская область,Тогучинский район,Сибирский,55.238014,84.399368,до наспункта
Социальный приют для детей и подростков,"633452, Новосибирская обл., г. Тогучин, ул. Дзержинского, 87",Новосибирская область,Тогучинский район,Сибирский,55.226749,84.368141,до дома
"Государственное бюджетное учреждение Новосибирской области ""Социально-реабилитационный центр для несовершеннолетних"" г.Татарск","632124, Новосибирская обл., г.Татарск, ул.Татарская, д.7",Новосибирская область,Тогучинский район,Сибирский,55.210152,76.003616,до улицы
Тогучинская школа-интернат для детей-сирот,,Новосибирская область,Тогучинский район,Сибирский,55.276077,79.770554,до района
Социальный приют для детей и подростков,"632161, Новосибирская обл., с. Усть-Тарка, ул. Кошевого, 15",Новосибирская область,Усть-Таркский район,Сибирский,55.568478,75.702446,до улицы
Социальный приют для детей и подростков,"632230, Новосибирская обл., Чановский р-н, с. Блюдчанское",Новосибирская область,Чановский район,Сибирский,55.112893,76.891856,до наспункта
Черепановский детский дом-школа № 5,"633521, Новосибирская обл., г. Черепаново, ул. Свободная, 59а",Новосибирская область,Черепановский район,Сибирский,54.227016,83.385971,до улицы
Дорогинский детский дом смешанный областной,"633512, Новосибирская обл., Черепановский р-н, п. Дорогино, ул. Светлая, 23",Новосибирская область,Черепановский район,Сибирский,54.362015,83.317009,до наспункта
Специализированный дом ребенка для детей с поражением ЦНС и нарушением психики,"633500, Новосибирская обл., г. Черепеново, ул. Б. Хмельницкого, 8а",Новосибирская область,Черепановский район,Сибирский,54.207890,83.308014,до наспункта
"Социальный приют для детей и подростков ""Незабудка""","633510, Новосибирская обл., г. Черепаново, ул. Республиканская, 39",Новосибирская область,Черепановский район,Сибирский,54.229843,83.373070,до улицы
Черепановская школа-интернат-ПТУ для детей-сирот 8ого вида,"633510, Новосибирская обл., г. Черепаново, ул. Цыцаркина, 5",Новосибирская область,Черепановский район,Сибирский,54.225262,83.391579,до улицы
Детский дом,"632721, Новосибирская обл., п. Чистоозерное, ул. 50 лет Октября, 67",Новосибирская область,Чистоозерный район,Сибирский,54.713696,76.586853,до улицы
Новоиткульский детский дом,"632560, Новосибирская обл., Чулымский р-н, с. Новоиткульское",Новосибирская область,Чулымский район,Сибирский,55.048768,81.062694,до наспункта
Азовский детский дом,"646880, Омская обл., с. Азово, ул.Советская, 22",Омская область,Азовский Немецкий Национальный район,Сибирский,54.703850,73.026871,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"646670, Омская обл., р.п. Большеречье, ул. Зеленая, 24А",Омская область,Большереченский район,Сибирский,56.092813,74.629902,до наспункта
"ГОУ Омской обл. ""Большеуковская специальная (коррекционная) школа-интернат для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья VIII вида""","646380, Омская обл., с. Большие Уки, ул. Пролетарская, 64",Омская область,Большеуковский район,Сибирский,56.944206,72.638718,до улицы
Социально-реабилитационный центр для несовершеннолетних,"646614, Омская обл., Горьковский р-н, с. Сухое, ул. Карбышева, 23",Омская область,Горьковский район,Сибирский,55.424175,73.929001,до наспункта
Завьяловский детский дом ,"646554, Омская обл., Знамеский р-н,  с. Завьялово ",Омская область,Знаменский район,Сибирский,57.146149,73.435959,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"646557, Омская область, Знаменский район, с. Семеновка, ул. Советская, 28",Омская область,Знаменский район,Сибирский,57.137356,73.752472,до наспункта
Исилькульский детский дом,"646000, Омская обл., г. Исилькуль, ул. Энгельса, 24",Омская область,Исилькуль,Сибирский,54.904892,71.259987,до наспункта
Исилькульская вспомогательная школа-интернат,"646000, Омская обл., г. Исилькуль, ул.Партизанская, 196",Омская область,Исилькуль,Сибирский,54.904892,71.259987,до наспункта
Детский дом п.Украинка,"646007, Омская обл., Исилькульский р-н, п. Украинка",Омская область,Исилькульский район,Сибирский,54.653961,71.332848,до наспункта
Калачинская вспомогательная школа-интернат,"646920, Омская обл., Калачинск, ул.Смирнова, 7а",Омская область,Калачинск,Сибирский,55.039017,74.582092,до улицы
Школа-интернат для глухих детей,"646900, Омская обл., г. Калачинск, ул. Советская, 36",Омская область,Калачинск,Сибирский,55.051384,74.571381,до улицы
Калачинская школа-интернат для глухих,"646920, Омская обл., г. Калачинск, ул.Советская, 36",Омская область,Калачинск,Сибирский,55.051384,74.571381,до улицы
Ивановский детский дом ,"646920, Омская обл., Калачинский р-н, с. Ивановка, Вокзальная ул., 41",Омская область,Калачинский район,Сибирский,55.644798,72.074219,до наспункта
Колосовский детский дом,"646350, Омская обл., с. Колосовка, ул. Кирова, 117",Омская область,Колосовский район,Сибирский,56.467625,73.606575,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"646350, Омская обл., с. Колосовка, ул. Кирова, 2",Омская область,Колосовский район,Сибирский,56.467625,73.606575,до наспункта
Кормиловский детский дом,"646700, Омская обл., п.Кормиловка, пер. Мельничный, 6",Омская область,Кормиловский район,Сибирский,55.004910,74.104546,до улицы
Крутинский детский дом,"646130, Омская обл., п. Крутинка, ул.Калинина 2а ",Омская область,Крутинский район,Сибирский,56.006351,71.511307,до наспункта
Любинский  детский дом,"646610, Омская обл., п. Любинский, Кредитный пер., 19а ",Омская область,Любинский район,Сибирский,55.152920,72.705658,до улицы
Алексеевский детский дом-интернат для умственно отсталых детей,"646150, Омская обл., пос. Алексеевский, ул. Лесная, 13",Омская область,Любинский район,Сибирский,55.327782,72.008091,до наспункта
Шараповский детский дом,"646040, Омская обл., Марьяновский р-н, с. Шараповка",Омская область,Марьяновский район,Сибирский,54.980877,72.777687,до наспункта
Детский дом,"646072, Омская обл., Москаленский р-н, с. Ивановка",Омская область,Москаленский район,Сибирский,55.078974,72.170568,до наспункта
Петропавловский детский дом,"646430, Омская обл., р.п. Муромцево, ул. Кооперативная, 2",Омская область,Муромцевский район,Сибирский,56.369490,75.228781,до наспункта
Артынский детский дом,"646445, Омская обл., Муромцевский р-н, с. Артын",Омская область,Муромцевский район,Сибирский,56.152950,74.758499,до наспункта
Петропавловская вспомогательная школа-интернат,"646445, Омская обл., Муромцевский р-н, с. Петропавловка",Омская область,Муромцевский район,Сибирский,55.817535,75.023003,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"646104, Омская обл., г. Называевск, ул. Пролетарская, 66",Омская область,Называевск,Сибирский,55.563046,71.352432,до наспункта
Вспомогательная школа-интернат,"646830, Омская обл., Нововаршавский, ул.Комарова, 1",Омская область,Нововаршавский район,Сибирский,54.170453,74.694855,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"646860, Омская обл., с. Одесское, ул. Одесская, 21",Омская область,Одесский район,Сибирский,54.211502,72.956490,до улицы
ГОУ Детский дом № 1,"644088, Омск, ул. Строителей, 49",Омская область,Омск,Сибирский,55.041382,73.284065,до дома
Детский дом № 2 ,"644000, Омск, ул. 5ая Кордная, 22",Омская область,Омск,Сибирский,54.956649,73.459621,до дома
Детский дом № 3,"644000, Омск, ул. Петра Осьминина, 11а",Омская область,Омск,Сибирский,54.975158,73.466426,до дома
ГОУ Детский дом № 4,"644065, Омск, ул. 19го Партсъезда, 38а",Омская область,Омск,Сибирский,55.035104,73.274873,до улицы
Детский дом № 5 ,"644000, Омск, ул. Фугенфирова, 11а",Омская область,Омск,Сибирский,54.997188,73.265472,до улицы
Детский дом № 6 ,"644000, Омск, ул. Комкова, 2а",Омская область,Омск,Сибирский,54.996905,73.233825,до улицы
Детский дом №7,"644065, Омск, ул. Комсомольский городок, 14 ",Омская область,Омск,Сибирский,54.949314,73.431732,до дома
Детский дом № 10,"644069, г. Омск, уд. 24 Северная, 172",Омская область,Омск,Сибирский,55.023034,73.380387,до дома
Специлизированный дом ребенка № 1,"644110, Омск, ул. Бархатовой, 4г",Омская область,Омск,Сибирский,55.047966,73.324158,до дома
Специлизированный дом ребенка № 2,"644081, Омск, ул. Рокоссовского, 12/2 ",Омская область,Омск,Сибирский,54.999382,73.256111,до улицы
Специализированный дом ребенка № 3,"644110, Омск, ул Заозерная, 9в",Омская область,Омск,Сибирский,55.048363,73.320145,до дома
Специализированный дом ребенка № 4,"644902, Омск, п. Красная Горка, ул. 40 лет Победы, 3 ",Омская область,Омск,Сибирский,55.125486,73.121809,до наспункта
Кировский детский дом-интернат для умственно отсталых детей,"644903, г. Омск, мкр. Входной, ул. Челябинская, 2",Омская область,Омск,Сибирский,54.992397,73.373725,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"644018, Омск, Камерный пер., 16а; ул. 5-я Кордная, 41",Омская область,Омск,Сибирский,54.956345,73.456932,до улицы
"Социально-реабилитационный центр для несовершеннолетних ""Забота"" г. Омска","644036, г. Омск, ул. 10-я Самарская, 17",Омская область,Омск,Сибирский,54.914906,73.304896,до улицы
"Социально-реабилитационный центр для несовершеннолетних ""Надежда""","644034, Омск, ул. Сазонова, 199",Омская область,Омск,Сибирский,55.014282,73.359825,до улицы
Санаторная школа-интернат № 11 для детей с туберкулезной интоксикацией,"644039, Омск, ул. 1 Тепловозная, 1",Омская область,Омск,Сибирский,54.913182,73.352220,до улицы
"Специальная (коррекционная) школа-интернат №5 для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья","644047, г. Омск, ул. 5 Кордная, 7",Омская область,Омск,Сибирский,54.959668,73.447949,до улицы
"Специальная (коррекционная) школа-интернат для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья №16 VIII вида","644060, г. Омск, ул. 14 Чередовая, 4А",Омская область,Омск,Сибирский,54.919056,73.415430,до улицы
Школа-интернат № 76 спец.корр. 8ого вида для детей-сирот,"644076, Омск, ул. 50летия ВЛКСМ, 4г",Омская область,Омск,Сибирский,54.978532,73.479684,до дома
Школа-интернат № 7 спец.корр. 1 вида (для глухих) ,"644086, Омск, ул. 21 Амурская, 1",Омская область,Омск,Сибирский,55.023838,73.407906,до дома
Школа-интернат № 15 спец.корр. (для слабослышащих) ,"644079, Омск, ул. 17 Рабочая, 89а",Омская область,Омск,Сибирский,54.939009,73.426401,до улицы
Школа-интернат № 14 спец.корр. 3его вида для слепых и слабовидящих детей,"644071, Омск, ул. 30 Северная, 121",Омская область,Омск,Сибирский,55.028333,73.383042,до улицы
Школа-интернат № 19 спец.корр. 5ого вида для детей с тяжелыми нарушениями речи,"644086, Омск, ул. 21 Амурская, 17а",Омская область,Омск,Сибирский,55.030860,73.413546,до дома
Школа-интернат № 3 спец.корр. 8ого вида,"644088, Омск, ул. Энергетиков, 64",Омская область,Омск,Сибирский,55.041286,73.280457,до дома
Школа-интернат № 8 спец.корр. 8ого вида,"644017, Омск, ул. Батумская, 26",Омская область,Омск,Сибирский,54.925007,73.472794,до улицы
Школа-интернат № 9 спец.корр. 8ого вида,"644050, Омск, ул. 4 Поселковая, 38",Омская область,Омск,Сибирский,55.028751,73.293816,до дома
Школа-интернат № 12 спец.корр. 8ого вида ,"644020, Омск, ул. 2 Ленинградская, 24",Омская область,Омск,Сибирский,54.924347,73.480011,до дома
Школа-интернат № 17 спец.корр. 8ого вида,"644074, Омск, п. Садовый",Омская область,Омск,Сибирский,54.975274,73.296054,до улицы
Ачаирский детский дом,"644544, Омская обл., Омский р-н,  п. Ачаирский",Омская область,Омский район,Сибирский,54.605255,73.999580,до наспункта
Красноярская вспомогательная школа-интернат,"646218, Омская обл., Омский р-н,  с.Красноярка",Омская область,Омский район,Сибирский,54.384342,72.674164,до наспункта
"ГОУ ""Южная специальная (коррекционная) школа-интернат для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья VIII вида""","646773, Омская обл., с. Южное, ул. Каркашова, 21",Омская область,Павлоградский район,Сибирский,54.577667,72.459877,до наспункта
Полтавский детский дом,"646740, Омская обл., р.п. Полтавка, ул. 4-я Восточная, 25",Омская область,Полтавский район,Сибирский,54.360853,71.760097,до наспункта
Полтавская вспомогательная школа-интернат,"646720, Омская обл., п. Полтавка, ул.Новая, 3",Омская область,Полтавский район,Сибирский,54.363895,71.760139,до наспункта
Розовский детский дом,"646780, Омская обл., Русско-полянский р-н, c. Бологое",Омская область,Русско-Полянский район,Сибирский,53.852435,73.978366,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"646530, Омская обл., р.п. Таврическое, пер. Дорожный, 7Б",Омская область,Таврический район,Сибирский,54.586004,73.639098,до наспункта
Детский дом им. Карбышева,"646500, Омская обл., г. Тара, ул. Транспортная, 18",Омская область,Тара,Сибирский,56.902588,74.369865,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"646530, Омская обл., г. Тара, 4-я Транспортная ул., 20а",Омская область,Тара,Сибирский,56.902588,74.369865,до наспункта
Вспомогательная школа-интернат № 8,"646530, Омская обл., г. Тара, ул.Ленина, 16",Омская область,Тара,Сибирский,56.894089,74.380318,до наспункта
"Тарская специальная (коррекционная) школа-интернат для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья VIII вида","646530, Омская. обл., г. Тара, ул. Транспортная, 22",Омская область,Тара,Сибирский,56.902588,74.369865,до наспункта
Вспомогательная школа-интернат для сирот,"646500, Омская обл., г. Тара, ул.Транспортная, 22",Омская область,Тара,Сибирский,56.902588,74.369865,до наспункта
Екатерининский детский дом,"646510, Омская обл., с. Екатерининское, ул. Советская, 100",Омская область,Тарский район,Сибирский,56.877277,74.579773,до наспункта
"Тевризская специальная (коррекционная) школа-интернат для детей-сирот и детей, оставшихся без попечения родителей, с ограниченными возможностями здоровья VIII вида","646560, Омская обл., р.п. Тевриз, ул. Гуртьева, 51",Омская область,Тевризский район,Сибирский,57.514043,72.396429,до наспункта
"Социально-реабилитационный центр для несовершеннолетних ""Солнышко""","646330, Омская обл., г. Тюкалинск, ул. Луначарского, 65",Омская область,Тюкалинск,Сибирский,55.869846,72.192307,до улицы
Черлакский детский дом,"46250, Омская обл., р.п. Черлак, ул. 50 лет Октября, 118",Омская область,Черлакский район,Сибирский,54.153124,74.810401,до улицы
Социально-реабилитационный центр для несовершеннолетних,"646250, Омская обл., р.п. Черлак, ул. Коммунальная, 34",Омская область,Черлакский район,Сибирский,54.156108,74.805910,до наспункта
