name,address,region,district,fed_distr,lat,lon,geocode
Адамийский психоневрологический детский дом-интернат,"385300, Адыгея, Красногвардейский р-н, а. Адамий, ул. Шоссейная, 45",Адыгея Республика,Красногвардейский район,Южный,45.073236,39.502311,до улицы
Адыгейская республиканская школа-интернат спец.корр. 8ого вида,"385332, Адыгея, Красногвардейский р-н, с. Новосевастопольское, ул. Чехова, 15",Адыгея Республика,Красногвардейский район,Южный,45.063797,39.710007,до улицы
МОУ Майкопский специальный дошкольный детский дом  ,"385000, Адыгея, г. Майкоп, ул. Первомайская, 202",Адыгея Республика,Майкоп,Южный,44.674957,39.949684,до улицы
"МУЗ  ""Психоневрологический дом ребенка""","385000, Майкоп, ул. 2-я Крылова, д.19.",Адыгея Республика,Майкоп,Южный,44.598238,40.115171,до улицы
Майкопский социально-реабилитационный центр для несовершеннолетних,"385000, Адыгея, г. Майкоп, ул. Промышленная, 30",Адыгея Республика,Майкоп,Южный,44.623940,40.103626,до улицы
"Адыгейская республиканская школа-интернат спец.корр. I, II, III и IV видов","385000, Адыгея, г. Майкоп, 2ая ул. Крылова, 2",Адыгея Республика,Майкоп,Южный,44.598771,40.110831,до улицы
"Республиканский социальный приют для детей и подростков ""Очаг"" ","385730, Адыгея, Майкопский р-н, п. Каменномостский, ул. Белинского, 20 ",Адыгея Республика,Майкопский район,Южный,44.288807,40.169949,до улицы
"Адыгейская республиканская школа-интернат для детей-сирот и детей, оставшихся без  попечения родителей","385440, Адыгея, Шовгеновский р-н, а. Хакуринохабль, ул. Краснооктябрьская, 100",Адыгея Республика,Шовгеновский район,Южный,45.017530,40.230019,до улицы
Адыгейская республиканская спец. (коррекционная) общеобразовательная школа-интернат 8-го вида,"385440, Адыгея, Шовгеновский р-н, а. Хакуринохабль, ул. Краснооктябрьская, 102",Адыгея Республика,Шовгеновский район,Южный,45.016284,40.235539,до улицы
"Центр помощи детям, оставшимся без попечения родителей","452120, Башкортостан, Альшеевский р-н, п. Раевский, ул. Юбилейная, 23",Башкортостан Республика,Альшеевский район,Приволжский,54.086945,54.937809,до улицы
Школа-интернат санаторная Шафрановская  ,"452110, Башкортостан, Альшеевский р-н, п. Шафраново",Башкортостан Республика,Альшеевский район,Приволжский,53.983261,54.768150,до наспункта
Детский дом с. Толбазы,"452280, Башкортостан, Аургазинский р-н, с. Толбазы, ул. Ленина, 108",Башкортостан Республика,Аургазинский район,Приволжский,54.011454,55.885834,до дома
Тубинский детский дом,"453661, Башкортостан, г. Баймак, п. Тубинский",Башкортостан Республика,Баймакский район,Приволжский,52.886852,58.222555,до наспункта
Социальный приют для детей и подростков,"452650, Башкортостан, с. Бакалы, ул. Гагарина, 30",Башкортостан Республика,Бакалинский район,Приволжский,55.167427,53.793930,до улицы
Бакалинская школа-интернат спец.корр. 2ого вида для слабослышащих детей ,"452650, Башкортостан, с. Бакалы, ул. Красных партизан, 25/1",Башкортостан Республика,Бакалинский район,Приволжский,55.179779,53.797390,до улицы
Социальный приют для детей и подростков,"452983, Башкортостан, Балтачевский р-н, д. В. Карышево",Башкортостан Республика,Балтачевский район,Приволжский,55.804180,55.978583,до наспункта
Белебейский детский дом,"452000, Башкортостан, г. Белебей, ул. Революционеров, 7 ",Башкортостан Республика,Белебеевский район,Приволжский,54.103180,54.092760,до дома
Социальный приют для детей и подростков,"452000, Башкортостан, г. Белебей, ул. Пионерская, 49",Башкортостан Республика,Белебеевский район,Приволжский,54.110505,54.109046,до дома
Ново-Михайловская школа-интернат спец. корр. ,"452030, Башкортостан, Белебеевский р-н, п. Ново-Михайловский",Башкортостан Республика,Белебеевский район,Приволжский,53.898912,54.130585,до наспункта
Белебеевская школа-интернат основного общего образования,"452000, Башкортостан, г. Белебей, ул. Ленина, 1",Башкортостан Республика,Белебеевский район,Приволжский,54.104733,54.106979,до дома
"ГУ Социальный приют для детей и подростков ""Родник""","452580, Башкортостан, Белокатайский р-н, с. Ургала, ул. Школьная",Башкортостан Республика,Белокатайский район,Приволжский,55.548851,59.501514,до наспункта
Белокатайская школа-интернат спец. корр. ,"452580, Башкортостан, с. Белокатай",Башкортостан Республика,Белокатайский район,Приволжский,55.706247,58.960878,до наспункта
Детский дом Серменевский ,"453521, Башкортостан, г. Белорецк, с. Серменево",Башкортостан Республика,Белорецкий район,Приволжский,53.877176,58.103268,до наспункта
Дом детства Узянский,"453522, Башкортостан, Белорецкий р-н, с. Узян",Башкортостан Республика,Белорецкий район,Приволжский,53.694500,57.857933,до наспункта
ГУЗ Белорецкий специализированный дом ребенка,"453500, Башкортостан, г. Белорецк, ул. Мичурина, 2",Башкортостан Республика,Белорецкий район,Приволжский,53.976818,58.444935,до улицы
Социальный приют для детей и подростков,"453500, Башкортостан, г. Белорецк, ул. Молодежная, 63",Башкортостан Республика,Белорецкий район,Приволжский,53.967838,58.356503,до улицы
Школа-интернат спец. корр. Верхне-Авзяновская ,"453524, Башкортостан, Белорецкий р-н, п. Верхний Авзян, ул. Коммунистическая, 17",Башкортостан Республика,Белорецкий район,Приволжский,53.526497,57.540478,до наспункта
Школа-интернат № 11 ,"453530, Башкортостан, г. Белорецк, ул. 50 лет Октября, 173",Башкортостан Республика,Белорецкий район,Приволжский,53.979418,58.440749,до дома
Бирский детский дом,"452320, Башкортостан, г. Бирск, ул. Интернациональная",Башкортостан Республика,Бирский район,Приволжский,55.423290,55.538674,до дома
Социальный приют для детей и подростков,"452477, Башкортостан, Бирский р-н, с. Верхнелачетау, ул. Мира, 39",Башкортостан Республика,Бирский район,Приволжский,55.471143,55.367850,до наспункта
Бирская школа-интернат спец.корр. 5ого вида для детей с тяжелыми нарушениями речи,"452450, Башкортостан, г. Бирск, ул. Мира, 150",Башкортостан Республика,Бирский район,Приволжский,55.415120,55.567802,до дома
Социальный приют для детей и подростков,"452742, Башкортостан, Благоварский р-н, п. Первомайский, ул. Молодежная, 1",Башкортостан Республика,Благоварский район,Приволжский,54.395252,55.662739,до наспункта
Благовещенский детский дом ,"452220, Башкортостан, г. Благовещенск, ул. Мира, 66",Башкортостан Республика,Благовещенский район,Приволжский,55.033394,55.977154,до улицы
"Социальный приют для детей и подростков ""Нур""",,Башкортостан Республика,Благовещенский район,Приволжский,55.318452,56.385662,до наспункта
ГОУ Буздякский  детский дом,,Башкортостан Республика,Буздякский район,Приволжский,54.556791,54.651023,до наспункта
Социальный приют для детей и подростков,"453591, Башкортостан, Бурзянский р-н, д. Кургашлы",Башкортостан Республика,Бурзянский район,Приволжский,53.277488,57.551124,до наспункта
Социальный приют для детей и подростков при Центре социального обслуживания,"453050, Башкортостан, Гафурийский р-н, с. Табынское, ул. Центральная, 62",Башкортостан Республика,Гафурийский район,Приволжский,53.988159,56.389130,до наспункта
Табынская школа-интернат спец.корр.,"453050, Башкортостан, Гафурийский р-н, с. Табын",Башкортостан Республика,Гафурийский район,Приволжский,53.993869,56.390930,до наспункта
Социальный приют для детей и подростков,"453400, Башкортостан, г. Давлеканово, ул. Рабочая, 7",Башкортостан Республика,Давлекановский район,Приволжский,54.211632,55.003479,до улицы
Социальный приют для детей и подростков,"452530, Башкортостан, Дуванский р-н, с. Месягутово, ул. Российская, 2",Башкортостан Республика,Дуванский район,Приволжский,55.518703,58.275444,до дома
Детский дом ,"452300, Башкортостан, г. Дюртюли, ул. Первомайская, 24/1",Башкортостан Республика,Дюртюлинский район,Приволжский,55.495697,54.847847,до улицы
ГУ Социальный приют для детей и подростков,"452302, Башкортостан, г. Дюртюли, ул. Леваневского, 27",Башкортостан Республика,Дюртюлинский район,Приволжский,55.478359,54.876129,до улицы
Социальный приют для детей и подростков,"453380, Башкортостан, Зианчуринский р-н, с. Исянгулово, ул. Лесная",Башкортостан Республика,Зианчуринский район,Приволжский,52.189625,56.582493,до наспункта
Зилаирская школа-интернат спец. корр. ,"453680, Башкортостан, с. Зилаир, ул. Скоробогатова, 84",Башкортостан Республика,Зилаирский район,Приволжский,52.233707,57.441547,до наспункта
Социальный приют для детей и подростков,"452413, Башкортостан, Иглинский р-н, с. Охлебенино",Башкортостан Республика,Иглинский район,Приволжский,54.496366,56.370552,до наспункта
Школа-интернат спец. корр. Красновосходская,"452410, Башкортостан, Иглинский р-н, п. Красный Восход",Башкортостан Республика,Иглинский район,Приволжский,54.973564,57.046646,до наспункта
Социальный приют для детей и подростков,"452277, Башкортостан, Илишевский р-н, д. Исаметово, ул. Шоссейная, 64",Башкортостан Республика,Илишевский район,Приволжский,55.459897,54.055214,до наспункта
Школа-интернат спец. корр. Илишевская,"452260, Башкортостан, Илишевский р-н, с. Верхнеяркеево, ул. Советская, 16",Башкортостан Республика,Илишевский район,Приволжский,55.445813,54.304965,до улицы
Петровский детский дом-школа ,"453223, Башкортостан, г. Ишимбай, с. Петровское",Башкортостан Республика,Ишимбайский район,Приволжский,53.627175,56.393041,до наспункта
"Детский дом ""Пеликан""","453210, Башкортостан, г. Ишимбай, ул. Стахановская, 64а",Башкортостан Республика,Ишимбайский район,Приволжский,53.443058,56.043941,до улицы
"Филиал центра помощи детям, оставшимся без попечения родителей «Надежда» Государственного учреждения «Комплексный центр социального обслуживания населения Ишимбайского района и г.Ишимбая Республики Башкортостан»","453239, Башкортостан, Ишимбайский р-н, с. Урман Бишкадак, ул. Зеленая 1.",Башкортостан Республика,Ишимбайский район,Приволжский,53.527206,56.072781,до наспункта
"Социально-реабилитационный центр для несовершеннолетних ""Надежда""","453210, Башкортостан, Ишимбайский р-н, д. Урман-Бишкадак",Башкортостан Республика,Ишимбайский район,Приволжский,53.526575,56.078274,до наспункта
Калмашский детский дом школьный ,"452860, Башкортостан, с. Калтасы, д. Калмаш, Суваляшевской с/а",Башкортостан Республика,Калтасинский район,Приволжский,55.970933,54.906540,до наспункта
Социальный приют для детей и подростков,"452920, Башкортостан, с. Катласы, ул. Палантая, 25",Башкортостан Республика,Калтасинский район,Приволжский,55.969580,54.796215,до наспункта
Социальный приют для детей и подростков,"452502, Башкортостан, Кигинский р-н, с. Еланцы, ул. Н.Хакима, 27",Башкортостан Республика,Кигинский район,Приволжский,55.230862,58.605758,до наспункта
Социальный приют для детей и подростков,"452941, Башкортостан, Краснокамский р-н, д. Новокабаново, ул. Новая, 28",Башкортостан Республика,Краснокамский район,Приволжский,55.924179,53.918804,до наспункта
Юмагузинский детский дом,"453336, Башкортостан, Кугарчинский р-н, п. Юмагузино, ул. Строителей, 1",Башкортостан Республика,Кугарчинский район,Приволжский,52.903843,55.847519,до наспункта
Кумертауский  детский дом дошкольный ,"453356, Башкортостан, г. Кумертау, п. Маячный, ул. Гафури, 1",Башкортостан Республика,Кумертау,Приволжский,52.686054,55.686805,до улицы
Школа-интернат № 1 для детей-сирот ,"453356, Башкортостан, г. Кумертау, п. Маячный, ул. Гафури, 12",Башкортостан Республика,Кумертау,Приволжский,52.757440,55.791644,до дома
Социальный приют для детей и подростков,"453360, Башкортостан, Куюргазинский р-н, р.п. Ермолаево, ул. Советская, 160а",Башкортостан Республика,Куюргазинский район,Приволжский,52.701580,55.804054,до улицы
Социальный приют для детей и подростков,"453850, Башкортостан, г. Мелеуз, ул. С. Лазо, 34",Башкортостан Республика,Мелеузовский район,Приволжский,52.939348,55.927457,до улицы
Социальный приют для детей и подростков,"452095, Башкортостан, Миякинский р-н, с. Аняс",Башкортостан Республика,Миякинский район,Приволжский,53.600595,54.977492,до наспункта
Школа-интернат № 1 ,"452950, Башкортостан, г. Нефтекамск, ул. Нефтяников, 9",Башкортостан Республика,Нефтекамск,Приволжский,56.092833,54.258783,до дома
Школа-интернат вспомогательная  ,"452950, Башкортостан, г. Нефтекамск, ул. Ст.Кувыкина, 4а",Башкортостан Республика,Нефтекамск,Приволжский,56.082671,54.228856,до дома
Социально-реабилитационный центр для несовершеннолетних,"452432, Башкортостан, Нуримановский р-н, п. Павловка, ул. Графтио, 36б",Башкортостан Республика,Нуримановский район,Приволжский,55.422340,56.566032,до улицы
Детский дом ,"453650, Башкортостан, г. Октябрьский, ул. Трипольского, 59а",Башкортостан Республика,Октябрьский,Приволжский,54.479729,53.489265,до дома
Социально-реабилитационный центр для несовершеннолетних,"452620, Башкортостан, г. Октябрьский, ул. Калинина, 11",Башкортостан Республика,Октябрьский,Приволжский,54.481012,53.480283,до улицы
Школа-интернат № 1 ,"452620, Башкортостан, г. Октябрьский, ул. Бакинская, 2",Башкортостан Республика,Октябрьский,Приволжский,54.475353,53.481826,до улицы
Школа-интернат № 18 спец.корр. для слабослышащих  ,"452620, Башкортостан, г. Октябрьский, ул. Трипольского, 57",Башкортостан Республика,Октябрьский,Приволжский,54.478672,53.489298,до улицы
Школа-интернат ,"453200, Башкортостан, г. Салават, ул. Чекмарева, 10",Башкортостан Республика,Салават,Приволжский,53.358335,55.937302,до дома
"Социально-реабилитационный центр для несовершеннолетних ""Дуслык""","452497, Башкортостан, Салаватский р-н, с. Насибаш",Башкортостан Республика,Салаватский район,Приволжский,55.166256,58.333031,до наспункта
Социальный приют для детей и подростков,"453833, Башкортостан, г. Сибай, ул. Маяковского, 6",Башкортостан Республика,Сибай,Приволжский,52.718132,58.675098,до улицы
Школа-интернат спец. корр. ,"453640, Башкортостан, г. Сибай, ул. 40 лет Октября, 13",Башкортостан Республика,Сибай,Приволжский,52.724583,58.658821,до улицы
ГУЗ Стерлитамкский специализированный дом ребенка ,"453126, Башкортостан, г. Стерлитамак, ул. Щербакова, 9",Башкортостан Республика,Стерлитамак,Приволжский,53.626515,55.954689,до дома
"Центр помощи детям, оставшимся без попечения родителей","453124, Башкортостан, г. Стерлитамак, ул. Коммунаров, 15а",Башкортостан Республика,Стерлитамак,Приволжский,53.623451,55.970722,до улицы
Школа-интернат спец.корр. 1ого вида для неслышащих детей ,"453109, Башкортостан, г. Стерлитамак, ул. Толстого, 7",Башкортостан Республика,Стерлитамак,Приволжский,53.626837,55.929547,до дома
Куганакский детский дом,"453145, Башкортостан, Стерлитамакский р-н, п. Б. Куганак",Башкортостан Республика,Стерлитамакский район,Приволжский,53.801210,56.089913,до наспункта
Социальный приют для детей и подростков,"452843, Башкортостан, Татышлинский р-н, с. Шулганово",Башкортостан Республика,Татышлинский район,Приволжский,56.151119,55.498379,до наспункта
Детский дом ,"452600, Башкортостан, г. Туймазы, ул. Аксакова, 5а",Башкортостан Республика,Туймазинский район,Приволжский,54.599125,53.683117,до улицы
Серафимовский детский дом-интернат для умственно отсталых детей,"452781, Башкортостан, Туймазинский р-н, г. Туймазы, р.п. Серафимовский, 55-летия Победы ул., 11",Башкортостан Республика,Туймазинский район,Приволжский,54.409329,53.790072,до наспункта
Социальный приют для детей и подростков при Центре социального обслуживания,"452000, Башкортостан, Туймазинский р-н, д. Татар Укан, ул. Ленина, 12",Башкортостан Республика,Туймазинский район,Приволжский,54.624354,53.889873,до наспункта
Школа-интернат № 2 для детей-сирот,"452750, Башкортостан, г. Туймазы, ул. Ульянова, 40",Башкортостан Республика,Туймазинский район,Приволжский,54.603686,53.726644,до улицы
Детский дом № 1 школьный ,"450075, Башкортостан, г. Уфа, ул. Блюхера, 7",Башкортостан Республика,Уфа,Приволжский,54.787052,56.028503,до дома
Детский дом № 2 ,"450025, Башкортостан, г. Уфа, ул. Коммунистическая, 103",Башкортостан Республика,Уфа,Приволжский,54.721773,55.960551,до дома
Детский дом № 2 дошкольный спец. для детей с ДЦП ,"450059, Башкортостан, г. Уфа, ул. Р.Зорге, 19/1",Башкортостан Республика,Уфа,Приволжский,54.753796,55.987014,до дома
Детский дом № 6 дошкольный спец. для глухих детей,"450071, Башкортостан, г. Уфа, ул. Ростовская, 15",Башкортостан Республика,Уфа,Приволжский,54.754040,56.013214,до дома
Детский дом № 9 русский ,"450032, Башкортостан, г. Уфа, ул. Кольцевая, 103",Башкортостан Республика,Уфа,Приволжский,54.822212,56.095875,до дома
Детский дом № 10,"450032, Башкортостан, г. Уфа, ул. Аксакова, 14/1",Башкортостан Республика,Уфа,Приволжский,54.722015,55.934010,до дома
МУЗ Дом ребенка специализированный,"450092, Башкортостан, г. Уфа, ул. Авроры, 9",Башкортостан Республика,Уфа,Приволжский,54.697815,56.005292,до дома
Социальный приют для детей и подростков ,"450065, Башкортостан, г. Уфа, ул. Транспортная, 28/4",Башкортостан Республика,Уфа,Приволжский,54.774738,56.115341,до дома
Республиканский социальный приют для детей и подростков,"450000, Башкортостан, г. Уфа, ул. Победы, 26а",Башкортостан Республика,Уфа,Приволжский,54.820820,56.085388,до дома
Социально-реабилитационный центр для несовершеннолетних,"450071, Башкортостан, г. Уфа, ул. 50 лет СССР, 27а",Башкортостан Республика,Уфа,Приволжский,54.753249,56.013375,до дома
Школа-интернат № 2 санаторная ,"450075, Башкортостан, г. Уфа, пр. Октября, 153",Башкортостан Республика,Уфа,Приволжский,54.800098,56.039378,до дома
Школа-интернат № 3 ,"450038, Башкортостан, г. Уфа, ул. Орджоникидзе, 4",Башкортостан Республика,Уфа,Приволжский,54.804465,56.115031,до дома
Школа-интернат № 5 ,"450017, Башкортостан, г. Уфа, ул. Чкалова, 110",Башкортостан Республика,Уфа,Приволжский,54.794868,55.878639,до улицы
Школа-интернат № 13 ,"450092, Башкортостан, г. Уфа, ул. Батырская, 8/3",Башкортостан Республика,Уфа,Приволжский,54.705570,56.002571,до дома
Школа-интернат № 59 ,"450112, Башкортостан, г. Уфа, Шкаповский пер., 3",Башкортостан Республика,Уфа,Приволжский,54.820507,56.079720,до дома
Школа-интернат № 63 ,"450068, Башкортостан, г. Уфа, ул. Суворова, 4",Башкортостан Республика,Уфа,Приволжский,54.801575,56.129070,до дома
Школа-интернат № 92  ,"450076, Башкортостан, г. Уфа, ул. Чернышевского, 5",Башкортостан Республика,Уфа,Приволжский,54.732983,55.924244,до дома
Школа-интернат № 120 ,"450001, Башкортостан, г. Уфа, ул. Б.Гражданская, 30",Башкортостан Республика,Уфа,Приволжский,54.746571,55.978761,до дома
Школа-интернат спец.корр. 1 вида ,"450014, Башкортостан, г. Уфа, ул. Мусоргского, 2",Башкортостан Республика,Уфа,Приволжский,54.707063,55.830917,до дома
Школа-интернат № 30 спец.корр. 2 вида ,"450061, Башкортостан, г. Уфа, ул. Первомайская, 86а",Башкортостан Республика,Уфа,Приволжский,54.806939,56.106780,до дома
Школа-интернат № 28 спец.корр. для слепых и слабовидящих детей ,"450022, Башкортостан, г. Уфа, ул. Злобина, 1",Башкортостан Республика,Уфа,Приволжский,54.718163,55.993671,до дома
Детский дом п.Чесноковка ,"450520, Башкортостан, Уфимский р-н, п. Чесноковка",Башкортостан Республика,Уфимский район,Приволжский,54.612932,55.937176,до улицы
Социальный приют для детей и подростков ,"450511, Башкортостан, Уфимский р-н, с. Михайловка, ул. Советская, 8, корп. 2",Башкортостан Республика,Уфимский район,Приволжский,54.802521,55.883694,до улицы
Учалинский детский дом (аграрного профиля),"453731, Башкортостан, с. Учалы, ул. Чкалова, 47",Башкортостан Республика,Учалинский район,Приволжский,54.360428,59.437481,до улицы
"Социальный приют для детей и подростков ""Надежда"" ","453700, Башкортостан, с. Учалы, ул. Чкалова, 40",Башкортостан Республика,Учалинский район,Приволжский,54.360428,59.437481,до улицы
Социальный приют для детей и подростков ,"453280, Башкортостан, с. Федоровка, ул. Социалистическая, 14",Башкортостан Республика,Федоровский район,Приволжский,53.177197,55.186481,до наспункта
Социальный приют для детей и подростков при Центре социального обслуживания,"453800, Башкортостан, Хайбуллинский р-н, с. Акъяр, ул. Юбилейная, 5",Башкортостан Республика,Хайбуллинский район,Приволжский,51.865116,58.220215,до наспункта
Социальный приют для детей и подростков ,"452200,  Башкортостан, Чекмангушевский р-н, с. Чекмагуги, ул. Свободы, 4",Башкортостан Республика,Чекмагушевский район,Приволжский,55.141814,54.654807,до наспункта
Социальный приют для детей и подростков ,"452170, Башкортостан, р.п. Чишмы, ул. Вишневая, 1",Башкортостан Республика,Чишминский район,Приволжский,54.588213,55.386954,до наспункта
Социальный приют для детей и подростков,"452638, Башкортостан, Шаранский р-н, п. Мичуринск, ул. Фархутдинова, 1",Башкортостан Республика,Шаранский район,Приволжский,54.933960,54.145596,до наспункта
Социальный приют для детей и подростков,"452800, Башкортостан, г. Янаул, ул. Радищева, 29/1",Башкортостан Республика,Янаульский район,Приволжский,56.270760,54.931702,до наспункта
Баргузинский детский дом,"671610, Бурятия, п. Баргузин, ул. Очирова, 17",Бурятия Республика,Баргузинский район,Сибирский,53.617638,109.632745,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"671610, Бурятия, п. Баргузин, ул. Производственная, 5.",Бурятия Республика,Баргузинский район,Сибирский,53.617637,109.632745,до наспункта
Багдаринская эвенкийская школа-интернат ,"671510, Бурятия, Баунтовский р-н, с. Багдарин, ул. Школьная, 19",Бурятия Республика,Баунтовский эвенкийский район,Сибирский,54.443378,113.590473,до наспункта
Багдаринаская школа-интернат спец.корр. 8ого вида,"671510, Бурятия, Баунтовский р-н, с. Багдарин, ул. Ленина, 117",Бурятия Республика,Баунтовский эвенкийский район,Сибирский,54.443378,113.590473,до наспункта
ГОУ Малокуналейский детский дом,"671363, Бурятия, Бичурский р-н, с. Малый Куналей, ул. Советская, 4",Бурятия Республика,Бичурский район,Сибирский,50.605014,107.823741,до наспункта
"Детский дом ""Радуга""","671920, Бурятия, Джидинский р-н, с. Оер, ул. Центральная, 5",Бурятия Республика,Джидинский район,Сибирский,50.540776,104.992041,до наспункта
Джидинский районный приют для тубинфицированных детей,"671923, Бурятия, Джидинский р-н, с. Нижний Бургултай",Бурятия Республика,Джидинский район,Сибирский,50.564512,105.127445,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"671923, Бурятия, Джидинский р-н, с. Нижний Бургалтай",Бурятия Республика,Джидинский район,Сибирский,50.564513,105.127444,до наспункта
Филиал Верхнесаянтуйской санаторной школы-интерната,"671914, Бурятия,  Джидинский р-н, с. Малый Нарын, ул. Вампилова, 14",Бурятия Республика,Джидинский район,Сибирский,50.681743,105.144690,до района
Социально-реабилитационный центр для несовершеннолетних,"671430, Бурятия, Еравнинский р-н, с. Можайка.",Бурятия Республика,Еравнинский район,Сибирский,52.415699,110.782530,до наспункта
Эгитуйская школа-интернат  ,"671432, Бурятия, Еравнинский р-н, с. Можайка, ул. Будаева, 8",Бурятия Республика,Еравнинский район,Сибирский,52.415700,110.782530,до наспункта
Социальный приют при центре Социального обслуживания,"671310, Бурятия, Заиграевский р-н, с. Новая Брянь, ул. Пирогова, 2.",Бурятия Республика,Заиграевский район,Сибирский,51.708385,108.252061,до наспункта
Новобрянская школа-интернат спец.корр. 8ого вида,"671325, Бурятия, Заиграевский р-н, с. Новая-Брянь, ул. Школьная, 5",Бурятия Республика,Заиграевский район,Сибирский,51.708385,108.252061,до наспункта
Баянгольский детский дом-интернат для умственно-отсталых детей,"671945, Бурятия, Закаменский р-н, с. Баянгол, ул. Набережная, 24а",Бурятия Республика,Закаменский район,Сибирский,50.698589,103.470206,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"671950, г. Закаменск, ул. Ленина, 9а.",Бурятия Республика,Закаменский район,Сибирский,50.377551,103.291799,до наспункта
Цакирская школа-интернат художественно-эстетического направления,"671950, Бурятия,  Закаменский р-н, с. Цакир, ул. Свободы",Бурятия Республика,Закаменский район,Сибирский,50.442057,103.585991,до наспункта
Закаменская  школа-интернатспц.корр. 8ого вида,"671950, Бурятия, Закаменский р-н, с. Закаменск, ул. Ленина, 41",Бурятия Республика,Закаменский район,Сибирский,50.377551,103.291799,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"671050, Бурятия, п. Иволгинск, ул. Пушкина, 25 ",Бурятия Республика,Иволгинский район,Сибирский,51.745051,107.281176,до наспункта
МОУ Каменский детский дом ,"671205, Бурятия, Кабанский р-н, п. Каменск, ул. Кирова, 26",Бурятия Республика,Кабанский район,Сибирский,51.987797,106.584950,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"671131, Бурятия, Кабанский р-н, с. Клюевка. ул. Победы, 2",Бурятия Республика,Кабанский район,Сибирский,51.687156,105.763065,до наспункта
Кабанская школа-интернат спец.корр. 8ого вида,"671247, Бурятия, Кабанский р-н, п. Селенгинск, мкрн Солнечный ",Бурятия Республика,Кабанский район,Сибирский,52.007378,106.867597,до наспункта
Новокижингинский детский дом,"671454, Бурятия, Кижигинский р-н, п. Новокижиигинск, мкрн 42",Бурятия Республика,Кижингинский район,Сибирский,51.617410,109.601972,до наспункта
Кижингинская школа-интернат  ,"671450, Бурятия,  с. Кижинга, ул. Советская, 113",Бурятия Республика,Кижингинский район,Сибирский,51.849560,109.913148,до наспункта
Детский дом,"671840, Бурятия, г. Кяхта, ул. Крупская, 14",Бурятия Республика,Кяхтинский район,Сибирский,50.353177,106.449147,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"671574, Бурятия, с. Муя",Бурятия Республика,Муйский район,Сибирский,56.415012,115.629071,до наспункта
Усть-Алтачейская школа-интернат,"671344, Бурятия,  Мухоршибирский р-н, улус Усть-Алташа",Бурятия Республика,Мухоршибирский район,Сибирский,51.035901,107.066917,до наспункта
"ГОУ «Республиканская специальная (коррекционная)общеобразовательная школа-интернат VIII вида для детей-сирот и детей, оставшихся без попечения родителей» с.Галтай МУХОРШИБИРСКОГО РАЙОНА","671355, Бурятия, Мухоршибирский р-н, с.Галтай; ул. Трактовая",Бурятия Республика,Мухоршибирский район,Сибирский,51.232863,107.790410,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"671032, Бурятия, Окинский р-н, с. Саяны, ул. Ухырикская, 1.",Бурятия Республика,Окинский район,Сибирский,52.512906,99.820100,до района
Сорокская школа-интернат ,"671032, Бурятия, Окинский р-н, с. Сорок, пер. Школьный, 6",Бурятия Республика,Окинский район,Сибирский,52.321916,100.165926,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"671260, Бурятия, Прибайкальский р-н, с. Турунтаево, кв-л 16  ",Бурятия Республика,Прибайкальский район,Сибирский,52.201256,107.635688,до наспункта
Турунтаевская школа-интернат спец.корр. 8ого вида,"671260, Бурятия, Прибалтийский р-н, с. Турунтаево, ул. Оболенского, 5",Бурятия Республика,Прибайкальский район,Сибирский,52.201256,107.635689,до наспункта
Новоселенгинская школа-интернат  ,"671290, Бурятия,  Селенгинский р-н, с. Новоселенгинск, ул. Горького, 71",Бурятия Республика,Селенгинский район,Сибирский,51.091697,106.635721,до наспункта
Иройская специальная (коррекционная) общеобразовательная школа-интернат VIII вида,"671196, Бурятия, г. Улус Усть-Урмаул, Селенгинский район, ул.Школьная 1",Бурятия Республика,Селенгинский район,Сибирский,51.052570,105.976220,до наспункта
